interaction	ligand	receptor	ligand_rank	receptor_rank	interaction_rank
EDN1-EDNRA	EDN1	EDNRA	0.22802850356294538	0.33620689655172414	0.2653061224489796
NTF4-NTRK1	NTF4	NTRK1	0.43705463182897863	0.1752873563218391	0.26466836734693877
NRG3-ERBB2	NRG3	ERBB2	0.09501187648456057	0.8045977011494253	0.26403061224489793
WNT5B-FZD8	WNT5B	FZD8	0.21377672209026127	0.3563218390804598	0.26339285714285715
CORT-MTNR1A	CORT	MTNR1A	0.33966745843230406	0.22413793103448276	0.2627551020408163
GHRH-VIPR1	GHRH	VIPR1	0.1021377672209026	0.7413793103448276	0.26211734693877553
RLN1-RXFP3	RLN1	RXFP3	0.22327790973871733	0.3390804597701149	0.2614795918367347
FGF18-FGFR4	FGF18	FGFR4	0.08076009501187649	0.9367816091954023	0.26084183673469385
PF4V1-CXCR3	PF4V1	CXCR3	0.42280285035629456	0.1781609195402299	0.2602040816326531
INHA-ACVR1	INHA	ACVR1	0.10926365795724466	0.6839080459770115	0.25956632653061223
RLN1-RXFP2	RLN1	RXFP2	0.22327790973871733	0.3333333333333333	0.25892857142857145
ANXA1-FPR3	ANXA1	FPR3	0.5748218527315915	0.12931034482758622	0.2582908163265306
FGF18-FGFR3	FGF18	FGFR3	0.08076009501187649	0.9166666666666666	0.2576530612244898
WNT3-FZD5	WNT3	FZD5	0.11401425178147269	0.646551724137931	0.257015306122449
FGF11-FGFR2	FGF11	FGFR2	0.0997624703087886	0.7327586206896551	0.25637755102040816
MIF-CXCR2	MIF	CXCR2	0.46080760095011875	0.15804597701149425	0.2557397959183674
CCL20-ACKR4	CCL20	ACKR4	0.35629453681710216	0.20402298850574713	0.25510204081632654
PTHLH-PRLHR	PTHLH	PRLHR	0.10926365795724466	0.6637931034482759	0.2544642857142857
SCT-VIPR1	SCT	VIPR1	0.09738717339667459	0.7413793103448276	0.2538265306122449
NTF3-NGFR	NTF3	NGFR	0.33729216152019004	0.21264367816091953	0.2531887755102041
WNT5A-FZD3	WNT5A	FZD3	0.07363420427553444	0.9712643678160919	0.25255102040816324
IL9-IL9R	IL9	IL9R	0.6365795724465558	0.11206896551724138	0.25191326530612246
WNT5A-ROR2	WNT5A	ROR2	0.07363420427553444	0.9683908045977011	0.2512755102040816
CXCL11-CXCR3	CXCL11	CXCR3	0.3990498812351544	0.1781609195402299	0.25063775510204084
EFNA4-EPHA8	EFNA4	EPHA8	0.1543942992874109	0.45977011494252873	0.25
BMP3-BMPR1B	BMP3	BMPR1B	0.14489311163895488	0.4885057471264368	0.2493622448979592
IHH-HHIP	IHH	HHIP	0.1377672209026128	0.5114942528735632	0.24872448979591838
WNT5B-FZD10	WNT5B	FZD10	0.21377672209026127	0.3275862068965517	0.24808673469387754
AMH-EGFR	AMH	EGFR	0.07125890736342043	0.9798850574712644	0.24744897959183673
CCL1-CCR8	CCL1	CCR8	0.6365795724465558	0.10919540229885058	0.24681122448979592
BMP6-ACVRL1	BMP6	ACVRL1	0.3491686460807601	0.19827586206896552	0.2461734693877551
EFNA1-EPHA7	EFNA1	EPHA7	0.09263657957244656	0.7471264367816092	0.24553571428571427
ANGPT1-TIE1	ANGPT1	TIE1	0.23515439429928742	0.29022988505747127	0.24489795918367346
WNT5A-FZD1	WNT5A	FZD1	0.07363420427553444	0.9252873563218391	0.24426020408163265
WNT5A-ROR1	WNT5A	ROR1	0.07363420427553444	0.9224137931034483	0.24362244897959184
PTHLH-PTH2R	PTHLH	PTH2R	0.10926365795724466	0.6206896551724138	0.24298469387755103
GIP-ADCYAP1R1	GIP	ADCYAP1R1	0.19477434679334918	0.34770114942528735	0.2423469387755102
CSF1-CSF1R	CSF1	CSF1R	0.23990498812351543	0.28160919540229884	0.24170918367346939
GAL-GALR2	GAL	GALR2	0.08788598574821853	0.7614942528735632	0.24107142857142858
KITLG-EPOR	KITLG	EPOR	0.07600950118764846	0.8793103448275862	0.24043367346938777
SLIT3-ROBO1	SLIT3	ROBO1	0.0688836104513064	0.9626436781609196	0.23979591836734693
GPHA2-TSHR	GPHA2	TSHR	0.15676959619952494	0.4224137931034483	0.23915816326530612
WNT3-FZD7	WNT3	FZD7	0.11401425178147269	0.5804597701149425	0.2385204081632653
CSF3-CSF2RB	CSF3	CSF2RB	0.48931116389548696	0.13505747126436782	0.23660714285714285
CSF2-CSF2RB	CSF2	CSF2RB	0.48931116389548696	0.13505747126436782	0.23660714285714285
GRP-BRS3	GRP	BRS3	0.48931116389548696	0.13505747126436782	0.23660714285714285
SLIT3-ROBO2	SLIT3	ROBO2	0.0688836104513064	0.9568965517241379	0.23596938775510204
CSF1-CSF2RA	CSF1	CSF2RA	0.23990498812351543	0.27011494252873564	0.23533163265306123
SST-SSTR5	SST	SSTR5	0.39429928741092635	0.16379310344827586	0.23469387755102042
UCN2-CRHR1	UCN2	CRHR1	0.5605700712589073	0.11494252873563218	0.23405612244897958
CGA-TSHR	CGA	TSHR	0.15201900237529692	0.4224137931034483	0.23341836734693877
PPBP-CXCR2	PPBP	CXCR2	0.40617577197149646	0.15804597701149425	0.23278061224489796
GDF6-BMPR1B	GDF6	BMPR1B	0.13064133016627077	0.4885057471264368	0.23214285714285715
CCL20-CXCR3	CCL20	CXCR3	0.35629453681710216	0.1781609195402299	0.2315051020408163
WNT5A-RYK	WNT5A	RYK	0.07363420427553444	0.8620689655172413	0.2308673469387755
RSPO3-LGR5	RSPO3	LGR5	0.34441805225653205	0.1839080459770115	0.2302295918367347
PDGFC-PDGFRA	PDGFC	PDGFRA	0.16389548693586697	0.3850574712643678	0.22959183673469388
CX3CL1-CX3CR1	CX3CL1	CX3CR1	0.3919239904988123	0.16091954022988506	0.22895408163265307
PTN-ALK	PTN	ALK	0.19714964370546317	0.3160919540229885	0.22831632653061223
CCL11-CCR3	CCL11	CCR3	0.6365795724465558	0.09770114942528736	0.22576530612244897
CCL13-CCR3	CCL13	CCR3	0.6365795724465558	0.09770114942528736	0.22576530612244897
CXCL9-CCR3	CXCL9	CCR3	0.6365795724465558	0.09770114942528736	0.22576530612244897
NMS-NMUR2	NMS	NMUR2	0.6365795724465558	0.09770114942528736	0.22576530612244897
EFNA1-EPHA1	EFNA1	EPHA1	0.09263657957244656	0.6695402298850575	0.22512755102040816
CCL28-CCR3	CCL28	CCR3	0.6342042755344418	0.09770114942528736	0.22448979591836735
INHBB-ACVR1	INHBB	ACVR1	0.09026128266033254	0.6839080459770115	0.22385204081632654
CCL24-CCR3	CCL24	CCR3	0.6294536817102138	0.09770114942528736	0.22321428571428573
IL15-IL15RA	IL15	IL15RA	0.15676959619952494	0.39080459770114945	0.2225765306122449
SCT-SCTR	SCT	SCTR	0.09738717339667459	0.6235632183908046	0.22193877551020408
TGFB2-TGFBR1	TGFB2	TGFBR1	0.0665083135391924	0.9109195402298851	0.22130102040816327
CXCL3-MTNR1A	CXCL3	MTNR1A	0.2684085510688836	0.22413793103448276	0.22066326530612246
XCL1-XCR1	XCL1	XCR1	0.2684085510688836	0.22126436781609196	0.22002551020408162
FGF18-FGFR2	FGF18	FGFR2	0.08076009501187649	0.7327586206896551	0.21875
BMP4-BMPR1B	BMP4	BMPR1B	0.12114014251781473	0.4885057471264368	0.21875
NTF3-NTRK1	NTF3	NTRK1	0.33729216152019004	0.1752873563218391	0.2181122448979592
AVP-PTH1R	AVP	PTH1R	0.24703087885985747	0.23850574712643677	0.21747448979591838
EFNA1-EPHA6	EFNA1	EPHA6	0.09263657957244656	0.632183908045977	0.21683673469387754
TNFSF10-TNFRSF10A	TNFSF10	TNFRSF10A	0.22565320665083136	0.25862068965517243	0.21619897959183673
SEMA3F-NRP2	SEMA3F	NRP2	0.10451306413301663	0.5574712643678161	0.21556122448979592
CCL3L1-CCR3	CCL3L1	CCR3	0.5961995249406176	0.09770114942528736	0.2149234693877551
TNFSF13-TNFRSF13B	TNFSF13	TNFRSF13B	0.9382422802850356	0.0603448275862069	0.21428571428571427
AMH-AMHR2	AMH	AMHR2	0.07125890736342043	0.7902298850574713	0.21364795918367346
WNT5A-FZD6	WNT5A	FZD6	0.07363420427553444	0.764367816091954	0.21301020408163265
NRG3-ERBB4	NRG3	ERBB4	0.09501187648456057	0.5919540229885057	0.21173469387755103
ANGPT4-TEK	ANGPT4	TEK	0.48931116389548696	0.11494252873563218	0.21173469387755103
NRG1-EGFR	NRG1	EGFR	0.057007125890736345	0.9798850574712644	0.2110969387755102
UCN-CRHR1	UCN	CRHR1	0.4845605700712589	0.11494252873563218	0.21045918367346939
CORT-SSTR5	CORT	SSTR5	0.33966745843230406	0.16379310344827586	0.20982142857142858
TGFB2-TGFBR2	TGFB2	TGFBR2	0.0665083135391924	0.8362068965517241	0.20918367346938777
POMC-MC5R	POMC	MC5R	0.9168646080760094	0.0603448275862069	0.20790816326530612
POMC-MC2R	POMC	MC2R	0.9168646080760094	0.0603448275862069	0.20790816326530612
PSPN-RET	PSPN	RET	0.05938242280285035	0.9281609195402298	0.2072704081632653
WNT5A-EPHA7	WNT5A	EPHA7	0.07363420427553444	0.7471264367816092	0.2059948979591837
VEGFC-VIPR2	VEGFC	VIPR2	0.14726840855106887	0.3735632183908046	0.2059948979591837
AMH-BMPR1A	AMH	BMPR1A	0.07125890736342043	0.7701149425287356	0.20535714285714285
CD70-CD27	CD70	CD27	0.47268408551068886	0.11494252873563218	0.20471938775510204
BDNF-NGFR	BDNF	NGFR	0.25415676959619954	0.21264367816091953	0.20408163265306123
CCL18-CCR8	CCL18	CCR8	0.48931116389548696	0.10919540229885058	0.20280612244897958
CCL4-CCR8	CCL4	CCR8	0.48931116389548696	0.10919540229885058	0.20280612244897958
WNT5A-FZD4	WNT5A	FZD4	0.07363420427553444	0.7241379310344828	0.20216836734693877
TNFSF10-CCR6	TNFSF10	CCR6	0.22565320665083136	0.23563218390804597	0.20153061224489796
GAS6-MERTK	GAS6	MERTK	0.06413301662707839	0.8275862068965517	0.20089285714285715
CGA-ADCYAP1R1	CGA	ADCYAP1R1	0.15201900237529692	0.34770114942528735	0.2002551020408163
IL7-IL2RG	IL7	IL2RG	0.16152019002375298	0.32471264367816094	0.1996173469387755
PNOC-MTNR1A	PNOC	MTNR1A	0.23040380047505937	0.22413793103448276	0.1989795918367347
RSPO3-LGR6	RSPO3	LGR6	0.34441805225653205	0.14942528735632185	0.19834183673469388
NRG1-ERBB3	NRG1	ERBB3	0.057007125890736345	0.9022988505747126	0.19770408163265307
CCL7-CCR1	CCL7	CCR1	0.8479809976247031	0.0603448275862069	0.1951530612244898
CCL7-CCR5	CCL7	CCR5	0.8479809976247031	0.0603448275862069	0.1951530612244898
CCL26-CCR1	CCL26	CCR1	0.8479809976247031	0.0603448275862069	0.1951530612244898
CCL26-CCR5	CCL26	CCR5	0.8479809976247031	0.0603448275862069	0.1951530612244898
CCL5-CCR5	CCL5	CCR5	0.8456057007125891	0.0603448275862069	0.19323979591836735
CCL5-CCR1	CCL5	CCR1	0.8456057007125891	0.0603448275862069	0.19323979591836735
CCL5-CCRL2	CCL5	CCRL2	0.8456057007125891	0.0603448275862069	0.19323979591836735
TGFB2-TGFBR3	TGFB2	TGFBR3	0.0665083135391924	0.7672413793103449	0.19260204081632654
IL15-IL2RG	IL15	IL2RG	0.15676959619952494	0.32471264367816094	0.19196428571428573
RSPO4-LGR5	RSPO4	LGR5	0.2755344418052256	0.1839080459770115	0.1913265306122449
IL6-MUSK	IL6	MUSK	0.48931116389548696	0.10344827586206896	0.19068877551020408
CCL22-CCR7	CCL22	CCR7	0.838479809976247	0.0603448275862069	0.19005102040816327
NGF-NGFR	NGF	NGFR	0.2375296912114014	0.21264367816091953	0.18941326530612246
PSPN-GFRA3	PSPN	GFRA3	0.05938242280285035	0.8448275862068966	0.18877551020408162
NRG1-LGR4	NRG1	LGR4	0.057007125890736345	0.8793103448275862	0.1881377551020408
IL16-CCR5	IL16	CCR5	0.828978622327791	0.0603448275862069	0.1875
EFNA1-EPHB6	EFNA1	EPHB6	0.09263657957244656	0.5373563218390804	0.1868622448979592
ANGPT2-TIE1	ANGPT2	TIE1	0.171021377672209	0.29022988505747127	0.18622448979591838
CRH-CRHR1	CRH	CRHR1	0.42755344418052255	0.11494252873563218	0.18558673469387754
CCL16-CCR8	CCL16	CCR8	0.4489311163895487	0.10919540229885058	0.18494897959183673
CXCL1-MTNR1A	CXCL1	MTNR1A	0.21852731591448932	0.22413793103448276	0.18431122448979592
AMH-ACVR1	AMH	ACVR1	0.07125890736342043	0.6839080459770115	0.1836734693877551
EFNA1-EPHA2	EFNA1	EPHA2	0.09263657957244656	0.5172413793103449	0.18303571428571427
EDN1-EDNRB	EDN1	EDNRB	0.22802850356294538	0.20977011494252873	0.18239795918367346
CCL8-CCR3	CCL8	CCR3	0.48931116389548696	0.09770114942528736	0.1798469387755102
CCL18-CCR3	CCL18	CCR3	0.48931116389548696	0.09770114942528736	0.1798469387755102
CCL14-CCR3	CCL14	CCR3	0.48931116389548696	0.09770114942528736	0.1798469387755102
CCL4-CCR3	CCL4	CCR3	0.48931116389548696	0.09770114942528736	0.1798469387755102
WNT5A-FZD5	WNT5A	FZD5	0.07363420427553444	0.646551724137931	0.17920918367346939
UTS2-UTS2R	UTS2	UTS2R	0.38004750593824227	0.1235632183908046	0.17857142857142858
CCL3-CCR3	CCL3	CCR3	0.47980997624703087	0.09770114942528736	0.17793367346938777
PSPN-GFRA2	PSPN	GFRA2	0.05938242280285035	0.7844827586206896	0.17729591836734693
GIP-PTH1R	GIP	PTH1R	0.19477434679334918	0.23850574712643677	0.17665816326530612
PTHLH-TSHR	PTHLH	TSHR	0.10926365795724466	0.4224137931034483	0.1760204081632653
NRG1-ERBB2	NRG1	ERBB2	0.057007125890736345	0.8045977011494253	0.1753826530612245
NPB-MTNR1A	NPB	MTNR1A	0.2042755344418052	0.22413793103448276	0.1747448979591837
PDGFC-FLT1	PDGFC	FLT1	0.16389548693586697	0.27873563218390807	0.17410714285714285
TGFB2-ACVR1	TGFB2	ACVR1	0.0665083135391924	0.6839080459770115	0.17346938775510204
PDGFC-KDR	PDGFC	KDR	0.16389548693586697	0.27586206896551724	0.17283163265306123
CGA-LHCGR	CGA	LHCGR	0.15201900237529692	0.2959770114942529	0.17219387755102042
WNT5A-FZD2	WNT5A	FZD2	0.07363420427553444	0.6091954022988506	0.17155612244897958
PENK-MTNR1A	PENK	MTNR1A	0.1995249406175772	0.22413793103448276	0.17091836734693877
GAS6-TYRO3	GAS6	TYRO3	0.06413301662707839	0.6896551724137931	0.17028061224489796
TNFSF10-TNFRSF10C	TNFSF10	TNFRSF10C	0.22565320665083136	0.19540229885057472	0.16964285714285715
CCN2-NTRK1	CCN2	NTRK1	0.2494061757719715	0.1752873563218391	0.1690051020408163
GAL-GALR1	GAL	GALR1	0.08788598574821853	0.49137931034482757	0.1683673469387755
GHRH-TSHR	GHRH	TSHR	0.1021377672209026	0.4224137931034483	0.1677295918367347
WNT5A-FZD7	WNT5A	FZD7	0.07363420427553444	0.5804597701149425	0.16709183673469388
EFNA1-EPHA8	EFNA1	EPHA8	0.09263657957244656	0.45977011494252873	0.16645408163265307
CXCL3-CXCR2	CXCL3	CXCR2	0.2684085510688836	0.15804597701149425	0.16581632653061223
SEMA3D-NRP1	SEMA3D	NRP1	0.05463182897862233	0.7729885057471264	0.16517857142857142
CCL2-ACKR4	CCL2	ACKR4	0.2042755344418052	0.20402298850574713	0.16454081632653061
NGF-NTRK1	NGF	NTRK1	0.2375296912114014	0.1752873563218391	0.1639030612244898
APLN-MTNR1A	APLN	MTNR1A	0.18527315914489312	0.22413793103448276	0.16326530612244897
RSPO4-LGR6	RSPO4	LGR6	0.2755344418052256	0.14942528735632185	0.16262755102040816
SCT-TSHR	SCT	TSHR	0.09738717339667459	0.4224137931034483	0.16198979591836735
VEGFC-FLT1	VEGFC	FLT1	0.14726840855106887	0.27873563218390807	0.16135204081632654
GAL-GALR3	GAL	GALR3	0.08788598574821853	0.46551724137931033	0.16071428571428573
WNT3-FZD8	WNT3	FZD8	0.11401425178147269	0.3563218390804598	0.1600765306122449
VEGFC-KDR	VEGFC	KDR	0.14726840855106887	0.27586206896551724	0.15943877551020408
CXCL6-MTNR1A	CXCL6	MTNR1A	0.17814726840855108	0.22413793103448276	0.15816326530612246
CXCL5-MTNR1A	CXCL5	MTNR1A	0.17814726840855108	0.22413793103448276	0.15816326530612246
CXCL11-CCR3	CXCL11	CCR3	0.3990498812351544	0.09770114942528736	0.15752551020408162
SLIT1-ROBO1	SLIT1	ROBO1	0.040380047505938245	0.9626436781609196	0.1568877551020408
NPB-NPBWR1	NPB	NPBWR1	0.2042755344418052	0.1896551724137931	0.15625
SLIT1-ROBO2	SLIT1	ROBO2	0.040380047505938245	0.9568965517241379	0.1556122448979592
KITLG-KIT	KITLG	KIT	0.07600950118764846	0.5057471264367817	0.15497448979591838
CCL13-CCR1	CCL13	CCR1	0.6365795724465558	0.0603448275862069	0.15178571428571427
CCL11-CCR5	CCL11	CCR5	0.6365795724465558	0.0603448275862069	0.15178571428571427
CCL13-CCR5	CCL13	CCR5	0.6365795724465558	0.0603448275862069	0.15178571428571427
CCL21-CCR7	CCL21	CCR7	0.6365795724465558	0.0603448275862069	0.15178571428571427
CCL1-CCR1	CCL1	CCR1	0.6365795724465558	0.0603448275862069	0.15178571428571427
GHRH-VIPR2	GHRH	VIPR2	0.1021377672209026	0.3735632183908046	0.15114795918367346
BMP8A-ACVRL1	BMP8A	ACVRL1	0.19239904988123516	0.19827586206896552	0.15051020408163265
CCL15-CCR3	CCL15	CCR3	0.38954869358669836	0.09770114942528736	0.14987244897959184
PTHLH-ADCYAP1R1	PTHLH	ADCYAP1R1	0.10926365795724466	0.34770114942528735	0.14923469387755103
SST-SSTR4	SST	SSTR4	0.39429928741092635	0.09482758620689655	0.1485969387755102
GNRH2-GNRHR	GNRH2	GNRHR	0.28028503562945367	0.13218390804597702	0.14795918367346939
IL7-IL7R	IL7	IL7R	0.16152019002375298	0.22701149425287356	0.14732142857142858
SCT-VIPR2	SCT	VIPR2	0.09738717339667459	0.3735632183908046	0.14668367346938777
CGA-PTH1R	CGA	PTH1R	0.15201900237529692	0.23850574712643677	0.14604591836734693
PYY-NPY1R	PYY	NPY1R	0.047505938242280284	0.7586206896551724	0.14540816326530612
CCL3L1-CCR5	CCL3L1	CCR5	0.5961995249406176	0.0603448275862069	0.1441326530612245
CCL3L1-CCR1	CCL3L1	CCR1	0.5961995249406176	0.0603448275862069	0.1441326530612245
GHRH-ADCYAP1R1	GHRH	ADCYAP1R1	0.1021377672209026	0.34770114942528735	0.1434948979591837
NMU-NMUR2	NMU	NMUR2	0.36104513064133015	0.09770114942528736	0.14285714285714285
PGF-NRP1	PGF	NRP1	0.04513064133016627	0.7729885057471264	0.14221938775510204
AMH-BMPR1B	AMH	BMPR1B	0.07125890736342043	0.4885057471264368	0.14158163265306123
TNFSF4-TNFRSF4	TNFSF4	TNFRSF4	0.1163895486935867	0.2988505747126437	0.14094387755102042
CXCL1-CXCR2	CXCL1	CXCR2	0.21852731591448932	0.15804597701149425	0.14030612244897958
CCL27-CCR3	CCL27	CCR3	0.3515439429928741	0.09770114942528736	0.13966836734693877
PDGFC-FLT4	PDGFC	FLT4	0.16389548693586697	0.20689655172413793	0.13903061224489796
SCT-ADCYAP1R1	SCT	ADCYAP1R1	0.09738717339667459	0.34770114942528735	0.13839285714285715
SEMA3D-PLXND1	SEMA3D	PLXND1	0.05463182897862233	0.617816091954023	0.1377551020408163
NRG1-ERBB4	NRG1	ERBB4	0.057007125890736345	0.5919540229885057	0.1371173469387755
PSPN-GFRA1	PSPN	GFRA1	0.05938242280285035	0.5660919540229885	0.1364795918367347
WNT9A-MUSK	WNT9A	MUSK	0.32304038004750596	0.10344827586206896	0.13584183673469388
WNT5A-FZD9	WNT5A	FZD9	0.07363420427553444	0.4454022988505747	0.13520408163265307
GRN-TNFRSF1B	GRN	TNFRSF1B	0.12826603325415678	0.25287356321839083	0.13456632653061223
CORT-SSTR4	CORT	SSTR4	0.33966745843230406	0.09482758620689655	0.13392857142857142
VEGFC-FLT4	VEGFC	FLT4	0.14726840855106887	0.20689655172413793	0.13329081632653061
GAS6-AXL	GAS6	AXL	0.06413301662707839	0.47126436781609193	0.1326530612244898
BMP2-ACVR2B	BMP2	ACVR2B	0.0332541567695962	0.9080459770114943	0.13201530612244897
CCL8-CCR5	CCL8	CCR5	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL4-CCR5	CCL4	CCR5	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL8-CCR1	CCL8	CCR1	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL14-CCR1	CCL14	CCR1	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL23-CCR1	CCL23	CCR1	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL4-CCR1	CCL4	CCR1	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL14-CCR5	CCL14	CCR5	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL19-CCR7	CCL19	CCR7	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL19-CCRL2	CCL19	CCRL2	0.48931116389548696	0.0603448275862069	0.12436224489795919
AGRP-MC5R	AGRP	MC5R	0.48931116389548696	0.0603448275862069	0.12436224489795919
ORM1-CCR5	ORM1	CCR5	0.48931116389548696	0.0603448275862069	0.12436224489795919
CCL18-CCR1	CCL18	CCR1	0.48931116389548696	0.0603448275862069	0.12436224489795919
GHRL-GPR39	GHRL	GPR39	0.04275534441805225	0.6867816091954023	0.12372448979591837
NMB-GRPR	NMB	GRPR	0.052256532066508314	0.5545977011494253	0.12308673469387756
CCL3-CCR1	CCL3	CCR1	0.47980997624703087	0.0603448275862069	0.12181122448979592
CCL3-CCR5	CCL3	CCR5	0.47980997624703087	0.0603448275862069	0.12181122448979592
CD70-TNFRSF13B	CD70	TNFRSF13B	0.47268408551068886	0.0603448275862069	0.1211734693877551
BMP2-ACVR2A	BMP2	ACVR2A	0.0332541567695962	0.8505747126436781	0.12053571428571429
RARRES2-CCRL2	RARRES2	CCRL2	0.4679334916864608	0.0603448275862069	0.11989795918367346
CXCL5-CXCR2	CXCL5	CXCR2	0.17814726840855108	0.15804597701149425	0.11862244897959184
CXCL6-CXCR2	CXCL6	CXCR2	0.17814726840855108	0.15804597701149425	0.11862244897959184
FGF14-FGFR1	FGF14	FGFR1	0.028503562945368172	0.9511494252873564	0.11798469387755102
CCL16-CCR5	CCL16	CCR5	0.4489311163895487	0.0603448275862069	0.11670918367346939
CCL16-CCR1	CCL16	CCR1	0.4489311163895487	0.0603448275862069	0.11670918367346939
ANGPT1-TEK	ANGPT1	TEK	0.23515439429928742	0.11494252873563218	0.11607142857142858
TGFB3-ACVRL1	TGFB3	ACVRL1	0.13539192399049882	0.19827586206896552	0.11543367346938775
FGF14-FGFR4	FGF14	FGFR4	0.028503562945368172	0.9367816091954023	0.11479591836734694
BMP2-BMPR2	BMP2	BMPR2	0.0332541567695962	0.7959770114942529	0.11415816326530612
WNT5A-FZD8	WNT5A	FZD8	0.07363420427553444	0.3563218390804598	0.11352040816326531
FGF14-FGFR3	FGF14	FGFR3	0.028503562945368172	0.9166666666666666	0.11288265306122448
PTHLH-PTH1R	PTHLH	PTH1R	0.10926365795724466	0.23850574712643677	0.11224489795918367
TNFSF13B-TNFRSF17	TNFSF13B	TNFRSF17	0.10688836104513064	0.2413793103448276	0.11096938775510204
CRH-MC2R	CRH	MC2R	0.42755344418052255	0.0603448275862069	0.11096938775510204
BMP2-BMPR1A	BMP2	BMPR1A	0.0332541567695962	0.7701149425287356	0.11033163265306123
PYY-NPY5R	PYY	NPY5R	0.047505938242280284	0.5316091954022989	0.1096938775510204
PGF-NRP2	PGF	NRP2	0.04513064133016627	0.5574712643678161	0.1090561224489796
GHRH-GHRHR	GHRH	GHRHR	0.1021377672209026	0.2442528735632184	0.10841836734693877
FGF12-FGFR1	FGF12	FGFR1	0.026128266033254157	0.9511494252873564	0.10778061224489796
FSHB-FSHR	FSHB	FSHR	0.4085510688836104	0.0603448275862069	0.10714285714285714
BMP1-BMPR2	BMP1	BMPR2	0.030878859857482184	0.7959770114942529	0.10650510204081633
FGF12-FGFR4	FGF12	FGFR4	0.026128266033254157	0.9367816091954023	0.10586734693877552
GHRH-PTH1R	GHRH	PTH1R	0.1021377672209026	0.23850574712643677	0.10522959183673469
WNT5A-FZD10	WNT5A	FZD10	0.07363420427553444	0.3275862068965517	0.10459183673469388
CXCL11-CCR5	CXCL11	CCR5	0.3990498812351544	0.0603448275862069	0.10395408163265306
BMP4-ACVRL1	BMP4	ACVRL1	0.12114014251781473	0.19827586206896552	0.10331632653061225
FGF12-FGFR3	FGF12	FGFR3	0.026128266033254157	0.9166666666666666	0.10267857142857142
IL15-IL2RA	IL15	IL2RA	0.15676959619952494	0.15229885057471265	0.10204081632653061
BMP1-BMPR1A	BMP1	BMPR1A	0.030878859857482184	0.7701149425287356	0.10140306122448979
GNRH1-GNRHR	GNRH1	GNRHR	0.17814726840855108	0.13218390804597702	0.10076530612244898
CCL15-CCR1	CCL15	CCR1	0.38954869358669836	0.0603448275862069	0.10012755102040816
BMP2-SMO	BMP2	SMO	0.0332541567695962	0.7040229885057471	0.09948979591836735
SCT-PTH1R	SCT	PTH1R	0.09738717339667459	0.23850574712643677	0.09885204081632654
EGF-FSHR	EGF	FSHR	0.37767220902612825	0.0603448275862069	0.09821428571428571
BMP2-ACVR1	BMP2	ACVR1	0.0332541567695962	0.6839080459770115	0.0975765306122449
GRN-NTRK1	GRN	NTRK1	0.12826603325415678	0.1752873563218391	0.09693877551020408
SEMA3C-PLXNA2	SEMA3C	PLXNA2	0.021377672209026127	0.9971264367816092	0.09630102040816327
IL15-IL2RB	IL15	IL2RB	0.15676959619952494	0.13505747126436782	0.09566326530612244
FGF14-FGFR2	FGF14	FGFR2	0.028503562945368172	0.7327586206896551	0.09502551020408163
CORT-GHSR	CORT	GHSR	0.33966745843230406	0.0603448275862069	0.09438775510204081
TNFSF13B-TNFRSF13C	TNFSF13B	TNFRSF13C	0.10688836104513064	0.1867816091954023	0.09375
CCL2-CCR3	CCL2	CCR3	0.2042755344418052	0.09770114942528736	0.09311224489795919
GAL-MTNR1A	GAL	MTNR1A	0.08788598574821853	0.22413793103448276	0.09247448979591837
ANGPT2-TEK	ANGPT2	TEK	0.171021377672209	0.11494252873563218	0.09183673469387756
FGF12-FGFR2	FGF12	FGFR2	0.026128266033254157	0.7327586206896551	0.09119897959183673
PDGFD-PDGFRB	PDGFD	PDGFRB	0.035629453681710214	0.5287356321839081	0.09056122448979592
MLN-MLNR	MLN	MLNR	0.17577197149643706	0.10632183908045977	0.0899234693877551
MST1-MST1R	MST1	MST1R	0.0498812351543943	0.3620689655172414	0.08928571428571429
CXCL12-CXCR4	CXCL12	CXCR4	0.023752969121140142	0.735632183908046	0.08864795918367346
NTS-NGFR	NTS	NGFR	0.08076009501187649	0.21264367816091953	0.08801020408163265
SEMA3A-PLXNA2	SEMA3A	PLXNA2	0.0166270783847981	0.9971264367816092	0.08737244897959184
SEMA3C-NRP1	SEMA3C	NRP1	0.021377672209026127	0.7729885057471264	0.08673469387755102
BMP2-BMPR1B	BMP2	BMPR1B	0.0332541567695962	0.4885057471264368	0.08609693877551021
SEMA3A-PLXNA1	SEMA3A	PLXNA1	0.0166270783847981	0.9425287356321839	0.08545918367346939
PYY-NPY2R	PYY	NPY2R	0.047505938242280284	0.3218390804597701	0.08418367346938775
SEMA3A-PLXNA3	SEMA3A	PLXNA3	0.0166270783847981	0.9195402298850575	0.08418367346938775
BMP1-BMPR1B	BMP1	BMPR1B	0.030878859857482184	0.4885057471264368	0.08354591836734694
