interaction_symbol	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources
CCK-CCKBR	CCK	CCKBR	1	1	0	1	1	0	Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10368033;Baccin2019:10438490;Baccin2019:12695525;Baccin2019:15001692;Baccin2019:15068617;Baccin2019:15520004;Baccin2019:7681836;Baccin2019:8349705;BioGRID:12695525;BioGRID:15001692;BioGRID:15520004;CellTalkDB:10368033;Cellinker:10368033;Cellinker:10438490;Cellinker:12695525;Cellinker:15001692;Cellinker:15068617;Cellinker:15520004;Cellinker:7681836;Cellinker:8349705;Guide2Pharma:7681836;Guide2Pharma:8349705;HPRD:10438490;HPRD:12695525;HPRD:15001692;HPRD:15068617;HPRD:15520004;LRdb:10368033;LRdb:10438490;LRdb:12695525;LRdb:15001692;LRdb:15068617;LRdb:15520004;LRdb:7681836;LRdb:8349705;Lit-BM-17:12695525;Lit-BM-17:15001692;Lit-BM-17:15520004;Lit-BM-17:23597562;SIGNOR:10368033;connectomeDB2020:10368033;connectomeDB2020:10438490;connectomeDB2020:12695525;connectomeDB2020:15001692;connectomeDB2020:15068617;connectomeDB2020:15520004;connectomeDB2020:7681836;connectomeDB2020:8349705;scConnect:7681836;scConnect:8349705	50	Baccin2019:10368033;Baccin2019:10438490;Baccin2019:12695525;Baccin2019:15001692;Baccin2019:15068617;Baccin2019:15520004;Baccin2019:7681836;Baccin2019:8349705;BioGRID:12695525;BioGRID:15001692;BioGRID:15520004;CellTalkDB:10368033;Cellinker:10368033;Cellinker:10438490;Cellinker:12695525;Cellinker:15001692;Cellinker:15068617;Cellinker:15520004;Cellinker:7681836;Cellinker:8349705;Guide2Pharma:7681836;Guide2Pharma:8349705;HPRD:10438490;HPRD:12695525;HPRD:15001692;HPRD:15068617;HPRD:15520004;LRdb:10368033;LRdb:10438490;LRdb:12695525;LRdb:15001692;LRdb:15068617;LRdb:15520004;LRdb:7681836;LRdb:8349705;Lit-BM-17:12695525;Lit-BM-17:15001692;Lit-BM-17:15520004;Lit-BM-17:23597562;SIGNOR:10368033;connectomeDB2020:10368033;connectomeDB2020:10438490;connectomeDB2020:12695525;connectomeDB2020:15001692;connectomeDB2020:15068617;connectomeDB2020:15520004;connectomeDB2020:7681836;connectomeDB2020:8349705;scConnect:7681836;scConnect:8349705	19
CCL13-CCR1	CCL13	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Wang;iTALK;scConnect;talklr	CellTalkDB:10699158;Cellinker:23846739;LRdb:10699158	3	CellTalkDB:10699158;Cellinker:23846739;LRdb:10699158	14
CCL8-CCR1	CCL8	CCR1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:76793288631787;CellPhoneDB:24218476;Cellinker:9115216;DIP:9115216;HPRD:9115216;ICELLNET:22633458;InnateDB:9115216;LRdb:10699158;connectomeDB2020:9115216	9	Baccin2019:76793288631787;CellPhoneDB:24218476;Cellinker:9115216;DIP:9115216;HPRD:9115216;ICELLNET:22633458;InnateDB:9115216;LRdb:10699158;connectomeDB2020:9115216	20
CCL14-CCR1	CCL14	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:24218476;Cellinker:11085751;Cellinker:12381680;Cellinker:20483925;Cellinker:9687537;DIP:9687537;Guide2Pharma:12381680;HPRD:11085751;ICELLNET:22633458;InnateDB:12381680;InnateDB:15905581;InnateDB:9346309;InnateDB:9548457;LRdb:9405404;connectomeDB2020:11085751;connectomeDB2020:12381680;connectomeDB2020:9687537;scConnect:12381680	19	CellPhoneDB:24218476;CellTalkDB:24218476;Cellinker:11085751;Cellinker:12381680;Cellinker:20483925;Cellinker:9687537;DIP:9687537;Guide2Pharma:12381680;HPRD:11085751;ICELLNET:22633458;InnateDB:12381680;InnateDB:15905581;InnateDB:9346309;InnateDB:9548457;LRdb:9405404;connectomeDB2020:11085751;connectomeDB2020:12381680;connectomeDB2020:9687537;scConnect:12381680	19
CCL15-CCR1	CCL15	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:10699158;Cellinker:9346309;DIP:9346309;Guide2Pharma:9346309;HPRD:9346309;ICELLNET:9346309;LRdb:10699158;connectomeDB2020:9346309;scConnect:9346309	9	CellTalkDB:10699158;Cellinker:9346309;DIP:9346309;Guide2Pharma:9346309;HPRD:9346309;ICELLNET:9346309;LRdb:10699158;connectomeDB2020:9346309;scConnect:9346309	18
CCL23-CCR1	CCL23	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:10699158;Cellinker:10660125;Cellinker:12381680;Cellinker:9558365;Cellinker:9886417;Guide2Pharma:12381680;HPRD:10660125;HPRD:9558365;HPRD:9886417;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:10660125;connectomeDB2020:12381680;connectomeDB2020:9558365;connectomeDB2020:9886417;scConnect:12381680	17	CellPhoneDB:24218476;CellTalkDB:10699158;Cellinker:10660125;Cellinker:12381680;Cellinker:9558365;Cellinker:9886417;Guide2Pharma:12381680;HPRD:10660125;HPRD:9558365;HPRD:9886417;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:10660125;connectomeDB2020:12381680;connectomeDB2020:9558365;connectomeDB2020:9886417;scConnect:12381680	17
CCL3-CCR1	CCL3	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;Cellinker:10202040;Cellinker:10660125;Cellinker:11170631;Cellinker:12381680;Cellinker:7545673;Cellinker:8530354;Cellinker:9115216;Cellinker:9624164;DIP:10488147;DIP:10498628;DIP:10910894;DIP:7545673;DIP:7622448;DIP:8530354;DIP:9115216;DIP:9169459;DIP:9207005;DIP:9336350;DIP:9687537;Guide2Pharma:11170631;Guide2Pharma:12381680;Guide2Pharma:8530354;Guide2Pharma:9624164;HPRD:10202040;HPRD:10660125;HPRD:7545673;ICELLNET:22633458;InnateDB:12381680;InnateDB:23765404;InnateDB:7545673;InnateDB:8530354;InnateDB:9115216;LRdb:10699158;SIGNOR:10734056;SIGNOR:20219869;connectomeDB2020:10202040;connectomeDB2020:10660125;connectomeDB2020:11170631;connectomeDB2020:12381680;connectomeDB2020:7545673;connectomeDB2020:8530354;connectomeDB2020:9115216;connectomeDB2020:9624164;scConnect:11170631;scConnect:12381680;scConnect:8530354;scConnect:9624164	48	CellPhoneDB:24218476;Cellinker:10202040;Cellinker:10660125;Cellinker:11170631;Cellinker:12381680;Cellinker:7545673;Cellinker:8530354;Cellinker:9115216;Cellinker:9624164;DIP:10488147;DIP:10498628;DIP:10910894;DIP:7545673;DIP:7622448;DIP:8530354;DIP:9115216;DIP:9169459;DIP:9207005;DIP:9336350;DIP:9687537;Guide2Pharma:11170631;Guide2Pharma:12381680;Guide2Pharma:8530354;Guide2Pharma:9624164;HPRD:10202040;HPRD:10660125;HPRD:7545673;ICELLNET:22633458;InnateDB:12381680;InnateDB:23765404;InnateDB:7545673;InnateDB:8530354;InnateDB:9115216;LRdb:10699158;SIGNOR:10734056;SIGNOR:20219869;connectomeDB2020:10202040;connectomeDB2020:10660125;connectomeDB2020:11170631;connectomeDB2020:12381680;connectomeDB2020:7545673;connectomeDB2020:8530354;connectomeDB2020:9115216;connectomeDB2020:9624164;scConnect:11170631;scConnect:12381680;scConnect:8530354;scConnect:9624164	20
CCL5-CCR1	CCL5	CCR1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11116158;Baccin2019:12270118;Baccin2019:14637022;Baccin2019:7545673;Baccin2019:8530354;Baccin2019:9289016;Baccin2019:9624164;CellPhoneDB:24218476;Cellinker:11116158;Cellinker:12270118;Cellinker:14637022;Cellinker:7545673;Cellinker:8530354;Cellinker:9289016;Cellinker:9624164;DIP:10910894;DIP:7545673;DIP:7622448;DIP:8530354;DIP:9115216;DIP:9336350;Guide2Pharma:8530354;Guide2Pharma:9624164;HPRD:11116158;HPRD:12270118;HPRD:14637022;HPRD:7545673;HPRD:9289016;ICELLNET:22633458;InnateDB:7545673;InnateDB:8530354;InnateDB:9115216;LRdb:10699158;SIGNOR:10734056;connectomeDB2020:11116158;connectomeDB2020:12270118;connectomeDB2020:14637022;connectomeDB2020:7545673;connectomeDB2020:8530354;connectomeDB2020:9289016;connectomeDB2020:9624164;scConnect:8530354;scConnect:9624164	43	Baccin2019:11116158;Baccin2019:12270118;Baccin2019:14637022;Baccin2019:7545673;Baccin2019:8530354;Baccin2019:9289016;Baccin2019:9624164;CellPhoneDB:24218476;Cellinker:11116158;Cellinker:12270118;Cellinker:14637022;Cellinker:7545673;Cellinker:8530354;Cellinker:9289016;Cellinker:9624164;DIP:10910894;DIP:7545673;DIP:7622448;DIP:8530354;DIP:9115216;DIP:9336350;Guide2Pharma:8530354;Guide2Pharma:9624164;HPRD:11116158;HPRD:12270118;HPRD:14637022;HPRD:7545673;HPRD:9289016;ICELLNET:22633458;InnateDB:7545673;InnateDB:8530354;InnateDB:9115216;LRdb:10699158;SIGNOR:10734056;connectomeDB2020:11116158;connectomeDB2020:12270118;connectomeDB2020:14637022;connectomeDB2020:7545673;connectomeDB2020:8530354;connectomeDB2020:9289016;connectomeDB2020:9624164;scConnect:8530354;scConnect:9624164	21
CCL7-CCR1	CCL7	CCR1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11994538;Baccin2019:12381680;Baccin2019:7545673;Baccin2019:8530354;Baccin2019:9115216;CellPhoneDB:24218476;Cellinker:11994538;Cellinker:12381680;Cellinker:7545673;Cellinker:8530354;Cellinker:9115216;DIP:7545673;DIP:8530354;DIP:9336350;Guide2Pharma:11994538;Guide2Pharma:12381680;HPRD:7545673;HPRD:8530354;ICELLNET:22633458;InnateDB:12381680;InnateDB:7545673;InnateDB:8530354;LRdb:10699158;SIGNOR:14991608;connectomeDB2020:11994538;connectomeDB2020:12381680;connectomeDB2020:7545673;connectomeDB2020:8530354;connectomeDB2020:9115216;scConnect:11994538;scConnect:12381680	31	Baccin2019:11994538;Baccin2019:12381680;Baccin2019:7545673;Baccin2019:8530354;Baccin2019:9115216;CellPhoneDB:24218476;Cellinker:11994538;Cellinker:12381680;Cellinker:7545673;Cellinker:8530354;Cellinker:9115216;DIP:7545673;DIP:8530354;DIP:9336350;Guide2Pharma:11994538;Guide2Pharma:12381680;HPRD:7545673;HPRD:8530354;ICELLNET:22633458;InnateDB:12381680;InnateDB:7545673;InnateDB:8530354;LRdb:10699158;SIGNOR:14991608;connectomeDB2020:11994538;connectomeDB2020:12381680;connectomeDB2020:7545673;connectomeDB2020:8530354;connectomeDB2020:9115216;scConnect:11994538;scConnect:12381680	21
CCL4-CCR1	CCL4	CCR1	1	1	1	1	0	1	Baccin2019;CellCall;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12381680;Baccin2019:7594543;Baccin2019:8530354;CellTalkDB:10699158;Cellinker:12381680;Cellinker:7594543;Cellinker:8530354;DIP:10910894;DIP:7545673;Guide2Pharma:12381680;Guide2Pharma:8530354;HPRD:7594543;InnateDB:12381680;LRdb:10699158;connectomeDB2020:12381680;connectomeDB2020:7594543;connectomeDB2020:8530354;scConnect:12381680;scConnect:8530354	19	Baccin2019:12381680;Baccin2019:7594543;Baccin2019:8530354;CellTalkDB:10699158;Cellinker:12381680;Cellinker:7594543;Cellinker:8530354;DIP:10910894;DIP:7545673;Guide2Pharma:12381680;Guide2Pharma:8530354;HPRD:7594543;InnateDB:12381680;LRdb:10699158;connectomeDB2020:12381680;connectomeDB2020:7594543;connectomeDB2020:8530354;scConnect:12381680;scConnect:8530354	15
CCL27-CCR10	CCL27	CCR10	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:11821900;Cellinker:10725697;Cellinker:11821900;Cellinker:12718728;DIP:10725697;DIP:10781587;Guide2Pharma:10725697;HPMR:11821900;HPMR:12718728;HPRD:10725697;HPRD:11821900;ICELLNET:22633458;LRdb:10725697;LRdb:11821900;LRdb:12718728;connectomeDB2020:10725697;connectomeDB2020:11821900;connectomeDB2020:12718728;scConnect:10725697	20	CellPhoneDB:24218476;CellTalkDB:11821900;Cellinker:10725697;Cellinker:11821900;Cellinker:12718728;DIP:10725697;DIP:10781587;Guide2Pharma:10725697;HPMR:11821900;HPMR:12718728;HPRD:10725697;HPRD:11821900;ICELLNET:22633458;LRdb:10725697;LRdb:11821900;LRdb:12718728;connectomeDB2020:10725697;connectomeDB2020:11821900;connectomeDB2020:12718728;scConnect:10725697	19
CCL28-CCR10	CCL28	CCR10	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10781587;Baccin2019:10975800;Cellinker:10781587;Cellinker:10975800;HPRD:10781587;HPRD:10975800;ICELLNET:22633458;LRdb:10781587;LRdb:11;connectomeDB2020:10781587;connectomeDB2020:10975800	11	Baccin2019:10781587;Baccin2019:10975800;Cellinker:10781587;Cellinker:10975800;HPRD:10781587;HPRD:10975800;ICELLNET:22633458;LRdb:10781587;LRdb:11;connectomeDB2020:10781587;connectomeDB2020:10975800	18
CCL13-CCR2	CCL13	CCR2	1	1	0	1	1	0	Baccin2019;CellCall;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:24890717;CellPhoneDB:24218476;Cellinker:12149192;Cellinker:12554737;Cellinker:9195948;Cellinker:9276730;DIP:9195948;Guide2Pharma:12554737;Guide2Pharma:9276730;HPRD:12149192;HPRD:9195948;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:12149192;connectomeDB2020:12554737;connectomeDB2020:9195948;connectomeDB2020:9276730;scConnect:12554737;scConnect:9276730	19	Baccin2019:24890717;CellPhoneDB:24218476;Cellinker:12149192;Cellinker:12554737;Cellinker:9195948;Cellinker:9276730;DIP:9195948;Guide2Pharma:12554737;Guide2Pharma:9276730;HPRD:12149192;HPRD:9195948;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:12149192;connectomeDB2020:12554737;connectomeDB2020:9195948;connectomeDB2020:9276730;scConnect:12554737;scConnect:9276730	17
CCL16-CCR2	CCL16	CCR2	1	1	0	1	1	0	CellCall;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:11470772;Cellinker:11470772;DIP:11470772;HPRD:11470772;ICELLNET:22633458;InnateDB:11470772;LRdb:11470772;connectomeDB2020:11470772	9	CellPhoneDB:24218476;CellTalkDB:11470772;Cellinker:11470772;DIP:11470772;HPRD:11470772;ICELLNET:22633458;InnateDB:11470772;LRdb:11470772;connectomeDB2020:11470772	16
CCL2-CCR2	CCL2	CCR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10529171;Baccin2019:10770925;Baccin2019:12554737;Baccin2019:15207250;Baccin2019:9276730;Baccin2019:9287323;Baccin2019:9346309;CellPhoneDB:24218476;Cellinker:10529171;Cellinker:10770925;Cellinker:12554737;Cellinker:15207250;Cellinker:28389721;Cellinker:9276730;Cellinker:9287323;Cellinker:9346309;DIP:10488147;DIP:10770925;DIP:11470772;DIP:8530354;DIP:9115216;DIP:9169459;DIP:9312096;DIP:9336350;Guide2Pharma:10770925;Guide2Pharma:12554737;Guide2Pharma:15207250;Guide2Pharma:9276730;Guide2Pharma:9346309;HPMR:9287323;HPRD:10529171;HPRD:9287323;ICELLNET:22633458;InnateDB:10529171;InnateDB:11310855;InnateDB:15629146;InnateDB:7759884;InnateDB:8530354;InnateDB:9115216;InnateDB:9287323;InnateDB:9837883;LRdb:10699158;SIGNOR:20219869;connectomeDB2020:10529171;connectomeDB2020:10770925;connectomeDB2020:12554737;connectomeDB2020:15207250;connectomeDB2020:9276730;connectomeDB2020:9287323;connectomeDB2020:9346309;scConnect:10770925;scConnect:12554737;scConnect:15207250;scConnect:9276730;scConnect:9346309	55	Baccin2019:10529171;Baccin2019:10770925;Baccin2019:12554737;Baccin2019:15207250;Baccin2019:9276730;Baccin2019:9287323;Baccin2019:9346309;CellPhoneDB:24218476;Cellinker:10529171;Cellinker:10770925;Cellinker:12554737;Cellinker:15207250;Cellinker:28389721;Cellinker:9276730;Cellinker:9287323;Cellinker:9346309;DIP:10488147;DIP:10770925;DIP:11470772;DIP:8530354;DIP:9115216;DIP:9169459;DIP:9312096;DIP:9336350;Guide2Pharma:10770925;Guide2Pharma:12554737;Guide2Pharma:15207250;Guide2Pharma:9276730;Guide2Pharma:9346309;HPMR:9287323;HPRD:10529171;HPRD:9287323;ICELLNET:22633458;InnateDB:10529171;InnateDB:11310855;InnateDB:15629146;InnateDB:7759884;InnateDB:8530354;InnateDB:9115216;InnateDB:9287323;InnateDB:9837883;LRdb:10699158;SIGNOR:20219869;connectomeDB2020:10529171;connectomeDB2020:10770925;connectomeDB2020:12554737;connectomeDB2020:15207250;connectomeDB2020:9276730;connectomeDB2020:9287323;connectomeDB2020:9346309;scConnect:10770925;scConnect:12554737;scConnect:15207250;scConnect:9276730;scConnect:9346309	22
CCL7-CCR2	CCL7	CCR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12554737;Baccin2019:8530354;Baccin2019:9276730;Baccin2019:9346309;CellPhoneDB:24218476;Cellinker:12554737;Cellinker:8530354;Cellinker:9276730;Cellinker:9346309;DIP:8530354;DIP:9195948;DIP:9312096;DIP:9336350;Guide2Pharma:12554737;Guide2Pharma:9276730;Guide2Pharma:9346309;HPRD:8530354;ICELLNET:22633458;InnateDB:7759884;InnateDB:8530354;InnateDB:9115216;LRdb:10699158;connectomeDB2020:12554737;connectomeDB2020:8530354;connectomeDB2020:9276730;connectomeDB2020:9346309;scConnect:12554737;scConnect:9276730;scConnect:9346309	29	Baccin2019:12554737;Baccin2019:8530354;Baccin2019:9276730;Baccin2019:9346309;CellPhoneDB:24218476;Cellinker:12554737;Cellinker:8530354;Cellinker:9276730;Cellinker:9346309;DIP:8530354;DIP:9195948;DIP:9312096;DIP:9336350;Guide2Pharma:12554737;Guide2Pharma:9276730;Guide2Pharma:9346309;HPRD:8530354;ICELLNET:22633458;InnateDB:7759884;InnateDB:8530354;InnateDB:9115216;LRdb:10699158;connectomeDB2020:12554737;connectomeDB2020:8530354;connectomeDB2020:9276730;connectomeDB2020:9346309;scConnect:12554737;scConnect:9276730;scConnect:9346309	19
CCL8-CCR2	CCL8	CCR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10529171;Baccin2019:10770925;Baccin2019:12554737;Baccin2019:15207250;Baccin2019:9276730;Baccin2019:9287323;Baccin2019:9346309;CellPhoneDB:24218476;Cellinker:12149192;Cellinker:12554737;Cellinker:9115216;DIP:9115216;DIP:9195948;Guide2Pharma:12554737;HPRD:12149192;HPRD:9115216;ICELLNET:22633458;InnateDB:9115216;LRdb:10699158;connectomeDB2020:12149192;connectomeDB2020:12554737;connectomeDB2020:9115216;scConnect:12554737	23	Baccin2019:10529171;Baccin2019:10770925;Baccin2019:12554737;Baccin2019:15207250;Baccin2019:9276730;Baccin2019:9287323;Baccin2019:9346309;CellPhoneDB:24218476;Cellinker:12149192;Cellinker:12554737;Cellinker:9115216;DIP:9115216;DIP:9195948;Guide2Pharma:12554737;HPRD:12149192;HPRD:9115216;ICELLNET:22633458;InnateDB:9115216;LRdb:10699158;connectomeDB2020:12149192;connectomeDB2020:12554737;connectomeDB2020:9115216;scConnect:12554737	19
