Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ARL6IP4	1.48E-120	0.45969453	0.905	0.98	3.06E-116
STRAP	2.98E-176	0.458204006	0.78	0.911	6.14E-172
RIC3	1.05E-223	0.457613234	0.5	0.659	2.16E-219
FUNDC2	2.76E-194	0.457102465	0.647	0.791	5.68E-190
TRAPPC4	2.80E-186	0.456637582	0.697	0.842	5.77E-182
RPA2	3.46E-123	0.45626302	0.442	0.371	7.14E-119
UBE2V2	4.61E-181	0.455498444	0.593	0.7	9.51E-177
EDF1	1.14E-97	0.455446656	0.926	0.985	2.36E-93
AK2	1.10E-204	0.455062413	0.588	0.724	2.27E-200
FFAR1	8.84E-156	0.454626726	0.654	0.765	1.82E-151
NDUFA1	1.01E-140	0.45362686	0.907	0.971	2.08E-136
MRPL24	2.85E-130	0.453513848	0.438	0.429	5.88E-126
NKX2-2	1.03E-158	0.453445477	0.682	0.78	2.13E-154
CACYBP	6.06E-195	0.453387304	0.668	0.813	1.25E-190
NDUFB3	1.68E-169	0.453225957	0.765	0.871	3.46E-165
ANXA11	3.96E-177	0.452819263	0.56	0.632	8.16E-173
ALDOA	3.97E-158	0.45242256	0.482	0.2	8.20E-154
UQCRQ	2.51E-103	0.45218003	0.967	0.995	5.17E-99
ATP6V0B	5.58E-65	0.451416179	0.959	0.987	1.15E-60
GYG1	2.66E-164	0.450851597	0.523	0.589	5.49E-160
CD14	3.11E-170	0.450736175	0.284	0	6.41E-166
NDUFB8	6.58E-106	0.450131232	0.933	0.976	1.36E-101
SCD5	1.32E-96	0.449341893	0.435	0.304	2.72E-92
NDUFB5	4.13E-186	0.447991334	0.755	0.902	8.52E-182
LYRM9	8.00E-109	0.447988171	0.328	0.1	1.65E-104
DYNLT1	8.93E-164	0.447952465	0.777	0.925	1.84E-159
SERF2	9.83E-72	0.447193481	0.993	1	2.03E-67
EMP3	8.91E-68	0.444827987	0.284	0.227	1.84E-63
NDUFS5	1.16E-89	0.44429192	0.945	0.987	2.39E-85
NDUFA6	5.12E-171	0.443773701	0.702	0.832	1.05E-166
HMGN3	1.20E-128	0.443499468	0.834	0.933	2.48E-124
NMRK1	3.66E-164	0.442704648	0.56	0.654	7.55E-160
ITM2C	1.45E-153	0.442661152	0.723	0.867	2.99E-149
ATP5F1E	5.38E-95	0.442356873	0.993	0.998	1.11E-90
MRPS7	6.72E-163	0.442061635	0.521	0.555	1.39E-158
CNRIP1	9.91E-107	0.441743719	0.326	0.107	2.04E-102
CYYR1	2.93E-136	0.441518816	0.307	0.032	6.04E-132
HMGB2	2.12E-104	0.441489237	0.314	0.091	4.37E-100
PSMG2	6.42E-162	0.441025418	0.561	0.62	1.32E-157
DRAM2	5.16E-131	0.439913816	0.436	0.391	1.06E-126
CD63	1.00E-46	0.439802626	0.986	0.995	2.06E-42
SF3B6	7.82E-172	0.439623134	0.711	0.854	1.61E-167
MDH2	3.42E-156	0.438296516	0.776	0.905	7.05E-152
EIF3E	9.72E-102	0.43801241	0.898	0.987	2.00E-97
COX6B1	8.05E-93	0.437302174	0.942	0.984	1.66E-88
FBXO7	2.79E-205	0.436359775	0.648	0.791	5.76E-201
SPCS2	2.82E-103	0.435739477	0.889	0.965	5.81E-99
UQCR11	9.49E-101	0.435457833	0.956	0.987	1.96E-96
CRYL1	1.62E-128	0.43536346	0.428	0.334	3.33E-124
NDUFA2	3.12E-171	0.43528499	0.774	0.9	6.44E-167
PET100	1.74E-158	0.433936758	0.709	0.729	3.59E-154
NR0B1	5.76E-70	0.433070485	0.298	0.111	1.19E-65
MLXIPL	1.21E-130	0.431376907	0.592	0.625	2.49E-126
HSPB11	1.98E-159	0.431111551	0.501	0.554	4.07E-155
DCXR	3.25E-154	0.429848665	0.711	0.823	6.69E-150
BRK1	4.21E-99	0.42970044	0.917	0.987	8.68E-95
VDAC3	2.19E-178	0.42837639	0.681	0.819	4.51E-174
EID1	3.26E-75	0.42819441	0.943	0.982	6.72E-71
BX664615.2	1.24E-118	0.42816595	0.42	0.315	2.56E-114
MT1E	3.13E-99	0.427189745	0.251	0.027	6.45E-95
NDUFAF2	2.14E-154	0.426809485	0.49	0.556	4.42E-150
BOLA3	4.02E-172	0.426781175	0.595	0.7	8.29E-168
ARL6IP5	1.11E-138	0.426674595	0.801	0.92	2.30E-134
RPH3AL	4.10E-151	0.425050849	0.525	0.529	8.45E-147
CD59	4.48E-105	0.424793701	0.878	0.965	9.24E-101
HPF1	3.29E-104	0.424737787	0.375	0.293	6.78E-100
ATP6AP2	3.59E-110	0.424433101	0.839	0.95	7.41E-106
ELOC	1.98E-202	0.424075263	0.663	0.83	4.09E-198
NAPA	3.26E-178	0.424005113	0.745	0.875	6.73E-174
NDUFA3	1.31E-145	0.423579991	0.836	0.893	2.71E-141
PSMA2	3.62E-156	0.423535238	0.749	0.795	7.47E-152
CCDC12	1.26E-185	0.421728897	0.627	0.769	2.60E-181
CBR1	4.06E-109	0.421332451	0.392	0.373	8.36E-105
C7orf50	1.30E-180	0.421216336	0.682	0.815	2.67E-176
CCDC90B	6.44E-148	0.420819842	0.507	0.541	1.33E-143
CYC1	1.10E-193	0.420611774	0.597	0.752	2.26E-189
LDHB	8.01E-76	0.4195602	0.401	0.307	1.65E-71
CDKN2C	1.55E-111	0.419318575	0.253	0.023	3.19E-107
HEXB	1.02E-170	0.418464748	0.633	0.769	2.11E-166
AKR1B1	1.66E-148	0.417958484	0.467	0.507	3.42E-144
PFDN2	6.24E-176	0.417090761	0.706	0.867	1.29E-171
TCP1	1.98E-175	0.41552798	0.616	0.744	4.08E-171
ATP5MC3	3.78E-103	0.414770464	0.917	0.98	7.79E-99
ANAPC11	3.76E-128	0.414572007	0.833	0.956	7.76E-124
TVP23B	2.39E-124	0.413438822	0.427	0.198	4.94E-120
MMADHC	2.82E-193	0.412765682	0.571	0.722	5.81E-189
RTBDN	6.16E-105	0.412218537	0.326	0.094	1.27E-100
GADD45B	1.34E-69	0.412075917	0.201	0.031	2.75E-65
CIB1	3.11E-149	0.412044777	0.593	0.753	6.42E-145
PDK4	8.05E-45	0.411847034	0.201	0.088	1.66E-40
C1orf43	7.54E-143	0.411795332	0.825	0.936	1.56E-138
FBL	3.16E-210	0.411789646	0.551	0.686	6.51E-206
NAA38	3.53E-132	0.411620967	0.832	0.911	7.28E-128
DNAJC15	4.13E-151	0.409866884	0.506	0.594	8.52E-147
PTGR1	1.21E-95	0.40854076	0.37	0.289	2.49E-91
TMEM208	1.55E-175	0.40840078	0.738	0.925	3.19E-171
LETMD1	6.44E-166	0.406947946	0.499	0.586	1.33E-161
PSMB7	4.01E-166	0.406727787	0.762	0.9	8.27E-162
NDUFA8	2.09E-173	0.405683088	0.585	0.723	4.31E-169
LIN7B	1.71E-128	0.405486859	0.436	0.413	3.53E-124
PSENEN	9.12E-167	0.404800048	0.58	0.685	1.88E-162
AKIP1	4.52E-115	0.402811574	0.42	0.3	9.33E-111
SURF1	1.76E-201	0.40270006	0.657	0.814	3.63E-197
C1QTNF4	7.47E-105	0.402675675	0.259	0.035	1.54E-100
EIF1AY	3.09E-234	0.40255361	0.452	0.625	6.38E-230
TBCC	2.43E-155	0.40252015	0.591	0.696	5.00E-151
RNPS1	1.17E-189	0.401378636	0.606	0.74	2.41E-185
LAMTOR5	3.72E-123	0.401049786	0.851	0.96	7.67E-119
CCNG1	2.86E-179	0.401013527	0.587	0.723	5.90E-175
CETN2	1.95E-152	0.400986994	0.465	0.555	4.03E-148
RABGGTB	8.37E-177	0.400979205	0.637	0.773	1.73E-172
CLNS1A	2.00E-179	0.399879401	0.553	0.675	4.12E-175
SDHD	1.14E-156	0.399093036	0.595	0.696	2.35E-152
MICOS13	2.79E-132	0.399079377	0.843	0.957	5.76E-128
IAH1	1.25E-160	0.398732762	0.45	0.5	2.58E-156
COMMD3	3.52E-181	0.398529732	0.551	0.69	7.26E-177
VAMP2	3.34E-80	0.396150151	0.926	0.978	6.89E-76
INS	1.28E-111	0.39612886	0.997	0.994	2.64E-107
AKR7A2	1.01E-188	0.395925933	0.675	0.839	2.07E-184
WASHC3	1.13E-163	0.395567559	0.508	0.596	2.34E-159
TBCA	4.05E-83	0.395506165	0.924	0.98	8.35E-79
TMEM147	4.66E-160	0.395140433	0.766	0.918	9.60E-156
EAPP	2.12E-177	0.394956966	0.477	0.588	4.38E-173
NDUFS8	2.13E-151	0.393678964	0.81	0.945	4.40E-147
TMEM258	4.62E-107	0.392642713	0.899	0.965	9.52E-103
ERICH5	1.48E-94	0.391871972	0.339	0.253	3.06E-90
ACP1	5.11E-197	0.3906188	0.687	0.875	1.05E-192
TMEM38B	1.70E-91	0.389479454	0.358	0.23	3.51E-87
PPIE	3.78E-134	0.389317599	0.429	0.456	7.80E-130
BEX3	1.49E-71	0.389223078	0.936	0.992	3.07E-67
ARL16	6.54E-169	0.389215454	0.532	0.616	1.35E-164
BMP5	1.61E-85	0.388756732	0.29	0.085	3.33E-81
PAK3	1.83E-109	0.388581726	0.406	0.39	3.78E-105
AOPEP	1.19E-163	0.388308465	0.549	0.684	2.46E-159
DCK	3.05E-132	0.387477811	0.403	0.407	6.29E-128
SNRPG	8.87E-164	0.386049766	0.73	0.88	1.83E-159
STX1A	6.09E-168	0.385023893	0.67	0.838	1.26E-163
ARL6IP1	2.39E-164	0.384845073	0.678	0.816	4.92E-160
IL20RA	1.42E-144	0.384489401	0.273	0.008	2.94E-140
CMAS	3.81E-172	0.383234972	0.572	0.696	7.85E-168
SPRYD7	2.00E-133	0.383231126	0.44	0.466	4.12E-129
LSM3	1.49E-179	0.382624391	0.603	0.776	3.07E-175
VBP1	9.60E-179	0.382124338	0.525	0.637	1.98E-174
GTF2A2	7.45E-168	0.381823941	0.685	0.843	1.54E-163
PON3	3.77E-125	0.380675113	0.216	0	7.78E-121
NUDCD2	2.98E-185	0.380635417	0.545	0.683	6.15E-181
BAG1	1.27E-210	0.380012648	0.663	0.855	2.62E-206
MYDGF	1.10E-137	0.379950768	0.759	0.913	2.28E-133
HCFC1R1	2.36E-170	0.379720396	0.726	0.904	4.86E-166
UNC50	1.04E-153	0.378781416	0.501	0.599	2.14E-149
ATP5IF1	5.83E-101	0.378413607	0.903	0.98	1.20E-96
SIX3	7.46E-113	0.377754383	0.197	0	1.54E-108
NDUFA12	1.74E-153	0.377002077	0.729	0.885	3.59E-149
AMZ2	1.75E-139	0.376404508	0.502	0.556	3.61E-135
GABARAP	1.15E-148	0.376198563	0.624	0.589	2.38E-144
TMEM14C	6.07E-160	0.376006459	0.75	0.891	1.25E-155
EIF3M	5.65E-193	0.375853453	0.698	0.882	1.16E-188
TUBB4B	9.92E-151	0.375644216	0.564	0.72	2.04E-146
EIF4E	2.41E-178	0.375157899	0.608	0.753	4.98E-174
TALDO1	3.66E-171	0.37494715	0.666	0.848	7.54E-167
IMMP2L	3.77E-90	0.374877188	0.28	0.096	7.77E-86
MRPL55	2.83E-173	0.374607772	0.537	0.683	5.84E-169
VPS29	7.33E-170	0.374521756	0.705	0.882	1.51E-165
PSMB5	1.62E-85	0.373594656	0.91	0.978	3.35E-81
HIKESHI	6.27E-135	0.371324655	0.427	0.47	1.29E-130
GLO1	2.04E-170	0.370433021	0.5	0.605	4.22E-166
REEP5	1.45E-120	0.369416507	0.813	0.944	2.99E-116
TMEM126B	1.74E-182	0.36848241	0.539	0.702	3.58E-178
CNP	2.65E-121	0.367991046	0.417	0.438	5.46E-117
PSMB8	3.99E-104	0.367603933	0.271	0.047	8.23E-100
WDR54	1.53E-95	0.367602847	0.362	0.295	3.15E-91
TMEM60	2.99E-198	0.366926435	0.528	0.704	6.17E-194
ISOC1	1.33E-120	0.366600158	0.481	0.518	2.75E-116
COPS4	5.58E-167	0.36561678	0.49	0.605	1.15E-162
GPSM1	6.22E-79	0.365484195	0.285	0.213	1.28E-74
TMEM61	1.04E-76	0.364724792	0.312	0.198	2.14E-72
MRPS28	1.47E-106	0.36308871	0.393	0.278	3.03E-102
MGMT	1.21E-88	0.361749448	0.34	0.266	2.49E-84
FAM162A	6.04E-137	0.361589486	0.653	0.805	1.24E-132
SNRPD1	8.52E-195	0.361453578	0.667	0.864	1.76E-190
GGCT	1.92E-140	0.36110878	0.386	0.442	3.96E-136
ACYP1	1.74E-97	0.360964583	0.359	0.327	3.58E-93
CD200	9.86E-168	0.360469791	0.561	0.682	2.03E-163
NPM3	3.68E-118	0.360420085	0.352	0.327	7.59E-114
MPC1	1.02E-155	0.359996733	0.573	0.718	2.11E-151
FMC1	3.67E-142	0.359494906	0.566	0.627	7.57E-138
TOMM34	7.10E-107	0.358840194	0.383	0.345	1.46E-102
MYL12A	4.26E-141	0.358533799	0.647	0.8	8.79E-137
DPM1	4.40E-138	0.357703027	0.378	0.431	9.07E-134
GPN3	2.34E-79	0.357624809	0.276	0.145	4.82E-75
PRPS1	5.43E-171	0.3574219	0.489	0.606	1.12E-166
CHMP1B	1.22E-170	0.357198609	0.503	0.638	2.52E-166
PEX2	2.25E-142	0.356315817	0.445	0.511	4.64E-138
IMPDH2	7.08E-167	0.356101202	0.577	0.725	1.46E-162
LGMN	1.02E-132	0.355951309	0.409	0.459	2.11E-128
COPS8	3.49E-132	0.355879243	0.424	0.458	7.19E-128
MRPL32	2.21E-167	0.355502274	0.477	0.605	4.55E-163
SOD3	1.64E-71	0.354953301	0.218	0.039	3.39E-67
RBM3	4.99E-204	0.354513031	0.556	0.755	1.03E-199
POLR2E	4.63E-178	0.35413697	0.569	0.729	9.54E-174
PFN1	8.09E-81	0.353631573	0.884	0.984	1.67E-76
TCEAL9	1.90E-138	0.353402782	0.745	0.901	3.92E-134
ADGRG1	1.32E-77	0.353122424	0.341	0.221	2.71E-73
CCDC28A	7.83E-110	0.351270935	0.366	0.333	1.61E-105
FUCA1	7.27E-145	0.350993116	0.481	0.591	1.50E-140
SCN1B	8.09E-80	0.350612117	0.23	0.045	1.67E-75
CFL2	1.41E-122	0.350602665	0.408	0.449	2.90E-118
LSM1	3.74E-187	0.350314737	0.514	0.684	7.71E-183
SGCE	2.47E-138	0.350041395	0.423	0.5	5.08E-134
MRAP2	3.29E-121	0.349983471	0.235	0.007	6.79E-117
NFU1	6.42E-201	0.349113575	0.548	0.736	1.32E-196
LSM2	4.51E-199	0.348640238	0.588	0.766	9.29E-195
HIGD2A	1.38E-163	0.348608335	0.767	0.937	2.84E-159
DPM2	4.74E-135	0.347992641	0.45	0.518	9.77E-131
C11orf58	1.68E-94	0.347925284	0.867	0.965	3.47E-90
SMIM27	3.90E-119	0.346515522	0.45	0.414	8.05E-115
SRSF3	1.98E-165	0.34647649	0.712	0.894	4.08E-161
CLDN4	2.45E-52	0.346119557	0.353	0.28	5.05E-48
PEPD	8.94E-165	0.346043021	0.662	0.832	1.84E-160
ACTR10	1.27E-176	0.345390174	0.619	0.798	2.62E-172
SPAG7	6.64E-182	0.344542474	0.61	0.776	1.37E-177
IGBP1	9.71E-187	0.34447367	0.536	0.702	2.00E-182
AGPAT2	1.02E-120	0.344038692	0.495	0.691	2.10E-116
MRPS23	9.61E-165	0.343996753	0.463	0.601	1.98E-160
ARL3	1.16E-160	0.343684686	0.701	0.884	2.40E-156
CTSL	7.88E-157	0.343159325	0.525	0.686	1.62E-152
TIMMDC1	1.10E-181	0.342977108	0.524	0.683	2.28E-177
EMP2	6.91E-75	0.342909248	0.264	0.099	1.42E-70
DUSP26	3.16E-170	0.341849741	0.591	0.753	6.51E-166
VAMP8	1.50E-80	0.340472844	0.606	0.638	3.09E-76
RSL24D1	5.25E-180	0.33985974	0.676	0.86	1.08E-175
SNRNP27	8.51E-145	0.339574733	0.439	0.518	1.75E-140
COPS6	4.35E-187	0.338979977	0.648	0.83	8.98E-183
POLR2C	1.84E-159	0.338939251	0.54	0.666	3.80E-155
PSMA1	1.02E-136	0.338899545	0.804	0.938	2.10E-132
CD151	3.56E-152	0.338785355	0.61	0.769	7.35E-148
NSMCE1	1.09E-129	0.338462827	0.374	0.403	2.26E-125
CNPY2	3.82E-88	0.338309706	0.84	0.92	7.89E-84
TOMM22	6.04E-187	0.338235485	0.629	0.798	1.25E-182
TCEAL1	5.94E-162	0.337860144	0.434	0.547	1.23E-157
CCDC57	2.16E-82	0.337464708	0.324	0.249	4.46E-78
NSG1	2.09E-76	0.337349841	0.289	0.214	4.32E-72
C15orf61	2.67E-171	0.337160993	0.559	0.712	5.51E-167
SNAPIN	2.83E-108	0.337086357	0.368	0.335	5.84E-104
TMOD1	2.32E-54	0.336573936	0.61	0.625	4.78E-50
CCNC	1.21E-166	0.3358466	0.596	0.745	2.49E-162
HAX1	1.54E-130	0.335533815	0.755	0.889	3.18E-126
NAP1L1	1.24E-68	0.335401532	0.901	0.976	2.55E-64
MRLN	1.27E-44	0.333296263	0.347	0.236	2.61E-40
MED28	2.68E-190	0.333189298	0.542	0.734	5.52E-186
GADD45G	3.50E-85	0.333155382	0.36	0.424	7.22E-81
TCEAL3	9.17E-183	0.332257769	0.619	0.794	1.89E-178
MRPL34	3.97E-176	0.331971619	0.66	0.85	8.18E-172
EIF3I	2.42E-165	0.331081997	0.62	0.778	4.99E-161
HOOK2	2.10E-208	0.330611592	0.614	0.838	4.34E-204
COMMD1	9.21E-135	0.330277368	0.457	0.535	1.90E-130
SDHAF3	3.02E-114	0.330142746	0.346	0.358	6.23E-110
THOC7	1.41E-177	0.328909082	0.579	0.766	2.91E-173
NOL7	3.57E-172	0.328410627	0.598	0.772	7.36E-168
TMEM256	2.97E-153	0.3281722	0.61	0.737	6.12E-149
DDIT4	1.30E-28	0.327790291	0.42	0.418	2.68E-24
HSBP1L1	1.51E-72	0.326070767	0.268	0.113	3.11E-68
CEBPD	1.23E-44	0.325963037	0.207	0.114	2.53E-40
EBNA1BP2	1.02E-136	0.325863575	0.393	0.468	2.11E-132
UBE2D3	1.74E-79	0.325200898	0.885	0.966	3.58E-75
CDC26	3.97E-170	0.325031418	0.427	0.576	8.18E-166
CD72	1.77E-89	0.325006569	0.207	0.019	3.65E-85
MYL12B	7.31E-94	0.32445785	0.86	0.972	1.51E-89
MRPL51	2.66E-153	0.324148905	0.748	0.924	5.48E-149
LSM7	6.17E-158	0.323831598	0.743	0.901	1.27E-153
HEBP1	4.50E-110	0.323332597	0.339	0.349	9.29E-106
RPF1	5.87E-117	0.323255791	0.366	0.413	1.21E-112
OLA1	3.25E-182	0.32302226	0.671	0.848	6.70E-178
UBB	2.53E-30	0.322157669	0.96	0.995	5.22E-26
PTMA	4.73E-32	0.322141819	0.985	0.998	9.76E-28
CUTA	1.47E-40	0.32184009	0.959	0.99	3.02E-36
VOPP1	2.00E-141	0.321806345	0.49	0.573	4.13E-137
SFT2D1	8.48E-118	0.321583694	0.386	0.423	1.75E-113
RXRG	1.79E-102	0.320661666	0.241	0.02	3.70E-98
PDCD6	5.08E-102	0.320594018	0.373	0.196	1.05E-97
HDDC3	2.81E-105	0.320432599	0.358	0.364	5.79E-101
NUDT2	4.29E-118	0.319471264	0.347	0.379	8.84E-114
UFC1	3.20E-149	0.318765965	0.755	0.92	6.60E-145
SNCB	2.27E-101	0.317912141	0.258	0.038	4.68E-97
MRPL3	1.76E-176	0.317899311	0.518	0.683	3.63E-172
POLR3K	1.79E-86	0.317547601	0.295	0.248	3.70E-82
MTX2	4.37E-163	0.317358039	0.451	0.58	9.02E-159
SPINT2	4.34E-22	0.317322072	0.982	0.991	8.96E-18
VAPA	2.27E-101	0.316467535	0.838	0.951	4.68E-97
PNPLA4	2.03E-112	0.316397854	0.347	0.376	4.18E-108
NDUFA10	4.63E-186	0.315699621	0.601	0.787	9.54E-182
POLR2F	7.81E-154	0.315237046	0.605	0.752	1.61E-149
CFAP20	6.04E-120	0.314993685	0.386	0.431	1.24E-115
DPM3	9.39E-139	0.314155011	0.679	0.793	1.94E-134
RRAGA	5.57E-190	0.313406757	0.604	0.805	1.15E-185
SUSD4	4.03E-92	0.313263949	0.374	0.376	8.32E-88
COX8A	7.24E-60	0.312928464	0.948	0.995	1.49E-55
PNKD	1.57E-178	0.312393692	0.587	0.776	3.25E-174
SUCLG1	5.89E-184	0.312102922	0.584	0.788	1.21E-179
PLP2	2.56E-116	0.311605264	0.812	0.943	5.27E-112
LIMCH1	6.78E-89	0.311444624	0.215	0.024	1.40E-84
AMN1	3.52E-76	0.310412483	0.284	0.207	7.25E-72
ELP4	1.60E-125	0.310158815	0.401	0.485	3.31E-121
C1orf127	2.64E-119	0.309992938	0.458	0.535	5.45E-115
GLRX3	1.43E-182	0.308947056	0.471	0.652	2.96E-178
PKIG	1.20E-145	0.308831976	0.384	0.466	2.48E-141
PCSK2	1.95E-51	0.308743638	0.567	0.559	4.02E-47
MRPS18C	1.81E-181	0.308246589	0.552	0.737	3.74E-177
PRKRA	3.90E-147	0.307026823	0.438	0.555	8.04E-143
LAMTOR1	3.64E-100	0.306928556	0.846	0.97	7.50E-96
SMIM20	2.71E-149	0.306833008	0.43	0.549	5.59E-145
SRSF7	1.30E-165	0.306162353	0.52	0.709	2.69E-161
UQCRC2	9.57E-191	0.305836498	0.598	0.797	1.97E-186
WDR61	3.16E-168	0.305503863	0.45	0.613	6.53E-164
RHBDD2	4.42E-125	0.304921759	0.735	0.882	9.11E-121
LSM6	1.26E-150	0.304659223	0.408	0.529	2.59E-146
MED10	6.87E-171	0.304602659	0.453	0.61	1.42E-166
CYB5A	1.54E-110	0.304519164	0.77	0.904	3.18E-106
GGPS1	2.79E-145	0.304418999	0.404	0.508	5.76E-141
POLR2J	8.75E-175	0.30435473	0.664	0.863	1.80E-170
ECHS1	7.81E-154	0.303838097	0.685	0.868	1.61E-149
PCMT1	1.61E-110	0.303790964	0.786	0.929	3.31E-106
EBAG9	6.37E-148	0.303555838	0.398	0.502	1.31E-143
PYCR2	2.61E-103	0.303502548	0.334	0.352	5.39E-99
LAMTOR4	3.85E-97	0.302928886	0.849	0.959	7.94E-93
POP7	1.35E-134	0.302437012	0.395	0.481	2.78E-130
BET1	7.18E-119	0.302373958	0.407	0.473	1.48E-114
TPT1	1.72E-30	0.302051078	0.991	1	3.54E-26
PSMC1	1.97E-172	0.30178868	0.666	0.868	4.07E-168
SAYSD1	2.09E-147	0.300933245	0.398	0.499	4.30E-143
LGALS3BP	8.14E-54	0.300073296	0.645	0.669	1.68E-49
SPAG16	5.92E-180	0.299343216	0.559	0.75	1.22E-175
CKLF	7.47E-95	0.29915871	0.373	0.358	1.54E-90
NACA2	1.85E-165	0.298520873	0.309	0.009	3.82E-161
FUNDC1	5.55E-128	0.298277724	0.346	0.415	1.14E-123
C11orf71	5.02E-128	0.298140779	0.371	0.442	1.04E-123
OSTF1	4.36E-103	0.297960709	0.364	0.403	8.98E-99
TMEM176B	2.86E-36	0.297855596	0.362	0.327	5.91E-32
FKBP3	6.76E-190	0.297639079	0.576	0.807	1.39E-185
AL162231.1	2.21E-92	0.297156821	0.375	0.3	4.55E-88
GPX2	7.10E-42	0.297015496	0.361	0.365	1.46E-37
ACAA2	1.90E-170	0.296595304	0.488	0.646	3.91E-166
OST4	1.48E-82	0.296108391	0.875	0.962	3.05E-78
CMC1	1.63E-138	0.294383253	0.403	0.511	3.36E-134
CRADD	3.18E-74	0.294068373	0.269	0.201	6.56E-70
COA5	1.76E-146	0.293844023	0.42	0.557	3.62E-142
KCNK1	3.02E-89	0.293531774	0.305	0.357	6.22E-85
GPM6A	6.38E-91	0.29334931	0.211	0.019	1.32E-86
C22orf39	2.14E-145	0.293230552	0.468	0.561	4.42E-141
C22orf42	6.36E-61	0.292732055	0.225	0.089	1.31E-56
NSMCE3	4.13E-147	0.292689574	0.396	0.508	8.53E-143
NUDC	2.48E-129	0.292541459	0.771	0.941	5.12E-125
NAXE	3.50E-149	0.291919699	0.676	0.844	7.22E-145
RAB3A	7.84E-82	0.290942562	0.35	0.3	1.62E-77
EIF1	3.46E-24	0.289960005	0.994	0.998	7.14E-20
LYPLAL1	1.00E-149	0.289679641	0.416	0.542	2.07E-145
PCNA	1.97E-99	0.289202309	0.292	0.316	4.06E-95
TTC32	3.43E-114	0.288765087	0.331	0.384	7.06E-110
TMEM123	2.17E-95	0.288270399	0.339	0.333	4.47E-91
POLR2I	5.36E-139	0.287958219	0.718	0.876	1.11E-134
COQ10B	1.94E-111	0.287614855	0.377	0.409	4.01E-107
POMC	1.50E-94	0.287075199	0.176	0.002	3.09E-90
CWC15	3.75E-184	0.286129325	0.498	0.687	7.73E-180
SMIM19	7.10E-159	0.285741137	0.42	0.572	1.46E-154
RAB26	6.12E-106	0.285322474	0.431	0.504	1.26E-101
HMGN4	9.59E-109	0.284825725	0.34	0.376	1.98E-104
STX8	8.28E-121	0.284551166	0.418	0.508	1.71E-116
PEX7	4.63E-70	0.284153957	0.266	0.195	9.54E-66
PSMD9	1.79E-93	0.283880227	0.367	0.219	3.70E-89
NDUFB2	4.03E-66	0.283530005	0.93	0.993	8.30E-62
TIMM17B	2.96E-168	0.283298243	0.624	0.836	6.10E-164
C3orf14	3.37E-167	0.282938718	0.618	0.827	6.95E-163
LTBR	2.78E-56	0.28284982	0.267	0.152	5.74E-52
PSMA3	1.04E-156	0.282808563	0.599	0.799	2.15E-152
TUFM	1.50E-160	0.282143198	0.646	0.84	3.09E-156
RXYLT1	5.31E-115	0.282134507	0.351	0.414	1.09E-110
HDDC2	1.70E-192	0.282053985	0.56	0.778	3.51E-188
ATP5PF	3.74E-68	0.282004438	0.906	0.986	7.71E-64
FXYD5	2.16E-87	0.281876139	0.178	0.006	4.46E-83
C9orf135	7.59E-61	0.280750274	0.175	0.035	1.57E-56
SSBP2	1.90E-146	0.280377329	0.398	0.515	3.92E-142
IFIT1	1.44E-57	0.279866101	0.201	0.056	2.96E-53
PRDX2	1.15E-39	0.27945137	0.945	0.991	2.36E-35
IMMP1L	9.85E-149	0.279351869	0.564	0.717	2.03E-144
PSME2	7.13E-157	0.278905456	0.527	0.718	1.47E-152
GSTM3	1.96E-145	0.278852316	0.476	0.638	4.04E-141
PNRC1	1.57E-175	0.278779412	0.525	0.723	3.24E-171
TAF9	3.88E-182	0.278235214	0.59	0.808	8.01E-178
AKAIN1	5.19E-68	0.278078566	0.195	0.04	1.07E-63
EMG1	9.98E-111	0.278004443	0.344	0.391	2.06E-106
PHF5A	1.65E-80	0.277012739	0.308	0.268	3.41E-76
ZNRD2	2.29E-121	0.276988616	0.354	0.452	4.71E-117
RDH14	1.55E-156	0.27628556	0.418	0.572	3.20E-152
SLBP	6.83E-118	0.275777961	0.352	0.42	1.41E-113
CCDC85B	4.95E-185	0.275771969	0.458	0.645	1.02E-180
SMIM15	1.23E-170	0.275619749	0.479	0.64	2.53E-166
PLGRKT	1.21E-107	0.275452987	0.316	0.364	2.51E-103
STK16	1.82E-99	0.275058766	0.351	0.331	3.74E-95
MRPL16	1.09E-114	0.273817899	0.303	0.346	2.24E-110
SUCLA2	3.98E-150	0.273666536	0.461	0.605	8.21E-146
MTIF3	3.44E-166	0.273506011	0.526	0.717	7.09E-162
PPP1R2	1.61E-167	0.273443635	0.564	0.76	3.31E-163
CCDC115	3.36E-166	0.272772728	0.448	0.618	6.92E-162
MRPL1	2.48E-138	0.272560384	0.375	0.497	5.10E-134
SEC11A	1.14E-108	0.272546534	0.833	0.969	2.36E-104
ARPC5	1.13E-120	0.271992218	0.772	0.938	2.33E-116
MPHOSPH6	6.49E-89	0.27186071	0.287	0.295	1.34E-84
MRPL53	1.70E-105	0.271328016	0.31	0.082	3.51E-101
BRIX1	1.49E-107	0.270995337	0.309	0.343	3.08E-103
ATP5MC1	2.08E-113	0.270444936	0.761	0.912	4.28E-109
MRPL33	4.38E-139	0.270401575	0.742	0.904	9.03E-135
BCAS2	1.65E-178	0.270057322	0.463	0.665	3.40E-174
