hgnc_symbol	sc_beta_scRNA_Melton2019	h_beta_scRNA_Melton2019	SCbeta_Hbeta_scRNA_Melton2019
ANKLE2	52.03264855	40.7535286	-0.352492166
ANKMY1	1	7.045525283	2.816707272
ANKMY2	31.75613683	28.32024869	-0.165201483
ANKRA2	48.57004424	22.65619895	-1.100160961
ANKRD1	1	1	0
ANKRD10	58.11560207	47.72998011	-0.284029795
ANKRD10-IT1	1.965261906	1.381475546	-0.508511565
ANKRD11	278.100157	87.24018071	-1.672539896
ANKRD12	130.799098	88.82887759	-0.558251924
ANKRD13A	37.87028498	24.72841227	-0.614896666
ANKRD13B	10.2630344	1	-3.35938544
ANKRD13C	22.9592502	12.08791103	-0.925510581
ANKRD13D	14.78625624	18.8571412	0.350854155
ANKRD16	3.306631143	26.17896159	2.984973847
ANKRD17	126.3070707	55.39716938	-1.189051238
ANKRD18A	2.121235073	1.243327991	-0.770697577
ANKRD18B	3.899329178	1	-1.963225951
ANKRD20A1	1	1	0
ANKRD20A2	1	1	0
ANKRD20A3	1.809288739	2.624803537	0.536786782
ANKRD20A4	1	1	0
ANKRD22	1	5.940344847	2.570546684
ANKRD23	1.840483372	11.18995192	2.604047217
ANKRD24	1	1	0
ANKRD26	37.87028498	10.36106659	-1.869893753
ANKRD27	7.673879823	9.946623929	0.374250759
ANKRD28	46.69836624	17.61381321	-1.406664806
ANKRD29	2.620349208	2.003139541	-0.387496164
ANKRD30A	1	1	0
ANKRD30B	1	3.937205305	1.977171944
ANKRD30BL	1	1	0
ANKRD31	1	1	0
ANKRD33	1	1	0
ANKRD33B	1	1	0
ANKRD34A	1.403758504	2.003139541	0.512968162
ANKRD34B	1	1	0
ANKRD34C	1	10.6373617	3.41106847
ANKRD35	1	1	0
ANKRD36	9.670336362	4.213500415	-1.198546804
ANKRD36B	9.140027594	10.84458303	0.246704158
ANKRD36C	96.60977972	13.53846035	-2.83510556
ANKRD37	11.4796251	21.34379718	0.894741335
ANKRD39	20.65084733	26.10988781	0.338395281
ANKRD40	65.82067653	26.80062559	-1.296274178
ANKRD42	4.866362814	31.98115888	2.716306428
ANKRD44	6.987597887	13.95290301	0.997696824
ANKRD44-IT1	1	1	0
ANKRD45	2.464376041	3.31554131	0.428022016
ANKRD46	102.1936191	28.25117491	-1.854922345
ANKRD49	11.0117056	10.6373617	-0.049897569
ANKRD50	44.45235263	5.042385742	-3.140081382
ANKRD52	50.66008468	18.02825587	-1.490589657
ANKRD53	1.684510205	1	-0.752329168
ANKRD54	1.528537038	50.21663609	5.037941973
ANKRD6	35.21874114	10.98273059	-1.681106552
ANKRD62	1	8.565148384	3.09847824
ANKRD65	1.497342404	65.75823598	5.456695526
ANKRD66	1	1	0
ANKRD7	1	2.072213319	1.051172525
ANKRD9	3.244241876	19.54787897	2.591058788
ANKS1A	41.67603026	13.33123902	-1.644406992
ANKS1B	77.64344259	12.98587013	-2.5799214
ANKS3	4.242470146	20.65305941	2.283379096
ANKS4B	43.42292973	2.832024869	-3.938551228
ANKS6	18.37363909	3.729983974	-2.300396058
ANKUB1	1	6.700156397	2.744194772
ANKZF1	14.16236357	12.29513236	-0.203974793
ANLN	2.152429706	1	-1.105966123
ANO1	1	1	0
ANO10	22.5849146	31.29042111	0.470361616
ANO2	1	1	0
ANO3	1	1	0
ANO4	7.861047623	1	-2.97472159
ANO5	16.53315572	13.81475546	-0.259152096
ANO6	8.079410057	1.657770655	-2.285005524
ANO7	1	3.591836419	1.844721648
ANO8	2.339597507	5.249607074	1.165949086
ANO9	10.32542366	1	-3.368129073
ANOS1	5.053530615	1	-2.337291669
ANP32A	189.5697873	98.15383752	-0.949612474
ANP32B	328.3235168	139.5290301	-1.234552772
ANP32D	1	1	0
ANP32E	23.55194824	50.00941476	1.086353316
ANPEP	1	2.693877314	1.429684148
ANTXR1	1	2.762951091	1.466210024
ANTXR2	11.91634997	1	-3.574870494
ANXA1	1	1	0
ANXA10	14.19355821	1	-3.827164401
ANXA11	44.6083258	277.1930683	2.635506272
ANXA13	1	5.180533297	2.37310062
ANXA2	10.48139683	444.766052	5.407143775
ANXA2R	1	1	0
ANXA3	1	20.65305941	4.368283604
ANXA4	58.92666254	16.16326389	-1.866202004
ANXA5	255.29688	254.329648	-0.005476255
ANXA6	357.7712508	222.0031202	-0.688457509
ANXA7	152.1050326	194.9952733	0.358371266
ANXA8L1	1	1	0
ANXA9	1	1	0
AOAH	1	1	0
AOC1	1	1	0
AOC2	1	1.105180437	0.14428193
AOC3	1	1	0
AOX1	1	1.864991987	0.899169432
AP1AR	52.31340025	19.61695275	-1.415079591
AP1B1	162.7735972	71.62950705	-1.184240787
AP1G1	121.7214596	62.85713733	-0.953435064
AP1G2	42.73664779	13.81475546	-1.629263725
AP1M1	75.83415386	46.62479967	-0.701750223
AP1M2	123.4683591	68.65933462	-0.846613592
AP1S1	31.35060659	87.10203316	1.474213037
AP1S2	46.6671716	32.18838022	-0.535868052
AP1S3	1	18.78806742	4.231744771
AP2A1	39.18045958	60.57770268	0.628652547
AP2A2	169.7300005	62.85713733	-1.433093115
AP2B1	390.0576963	255.0894595	-0.612684253
AP2M1	302.7127228	151.8241625	-0.995547901
AP2S1	129.6137019	90.76294336	-0.514042938
AP3B1	250.1185708	63.75509644	-1.971999601
AP3B2	75.05428802	30.94505222	-1.278225742
AP3D1	234.8955897	90.76294336	-1.371844326
AP3M1	57.46051477	37.64520862	-0.610104663
AP3M2	20.71323659	13.60753413	-0.606147349
AP3S1	104.502022	23.27786295	-2.166500336
AP3S2	17.74974642	34.12244598	0.942922652
AP4B1	5.521450116	5.456828406	-0.016984539
AP4E1	11.63559827	6.492935065	-0.841602705
AP4M1	12.29068557	18.58084609	0.596250806
AP4S1	28.07517008	38.26687262	0.446801238
AP5B1	4.367248679	16.16326389	1.887921966
AP5M1	84.41267805	31.70486377	-1.412755517
AP5S1	3.337825776	15.05808345	2.173557602
AP5Z1	19.34067272	16.7158541	-0.210420905
APAF1	19.62142442	7.874410611	-1.317185929
APBA1	10.48139683	24.38304338	1.218047214
APBA2	5.864591084	6.078492401	0.05168303
APBA3	12.29068557	13.33123902	0.117245481
APBB1	130.6431248	69.76451506	-0.905065886
APBB1IP	2.776322375	1.036106659	-1.422002572
APBB2	55.74480993	98.49920641	0.821274611
APBB3	61.51581711	31.84301133	-0.949980633
APC	65.72709263	26.93877314	-1.286804022
APC2	40.42824492	1	-5.337291669
APCDD1	23.83269994	8.91051727	-1.419361309
APCDD1L	1	41.78963526	5.385073262
APCS	1	1	0
APEH	53.56118559	37.0926184	-0.530055783
APELA	5.83339645	1	-2.544336126
APEX1	142.4970855	47.93720144	-1.57171482
APEX2	17.43780008	18.99528875	0.123423599
APH1A	106.3113107	88.69073004	-0.26143987
APH1B	38.61895618	39.57927439	0.035435993
API5	121.7526543	57.74567781	-1.076168352
APIP	88.21842333	30.53060956	-1.530823582
APITD1-CORT	1	1	0
APLF	1.902872639	1.243327991	-0.613972073
APLN	2.526765307	3.246467532	0.361579112
APLNR	1	1	0
APLP1	848.7435862	258.4740746	-1.715309184
APLP2	205.9469699	377.8335618	0.875477958
APMAP	162.8983757	96.84143576	-0.750275845
APOA1	4.959946715	1	-2.310324622
APOA2	3.025879442	1	-1.597354509
APOA4	1	1	0
APOA5	1	1	0
APOB	69.0649184	1	-6.109881173
APOBEC2	1	78.74410611	6.299100039
APOBEC3A	1	2.486655982	1.314206931
APOBEC3B	1	1	0
APOBEC3C	2.339597507	6.423861288	1.457180384
APOBEC3F	1.965261906	6.423861288	1.708719151
APOBEC3G	5.83339645	13.33123902	1.192402841
APOBEC3H	1	1	0
APOBEC4	1	1	0
APOBR	1	1	0
APOC1	48.88199058	1	-5.611231131
APOC2	1	1	0
APOC3	43.32934583	1	-5.43727255
APOC4	1	1.036106659	0.051172525
APOD	1	1	0
APOE	254.1426785	1.726844432	-7.20135674
APOF	1	3.039246201	1.603713548
APOH	1	1	0
APOL1	1	9.324959934	3.221097527
APOL2	5.864591084	25.00470738	2.092097299
APOL3	1	2.486655982	1.314206931
APOL4	1	20.86028074	4.382686669
APOL6	1	44.27629124	5.468462476
APOLD1	1.434953138	1.5196231	0.082709926
APOM	1.247785337	2.55572976	1.034365534
APOO	31.06985489	27.69858469	-0.165703242
APOOL	148.4240658	30.94505222	-2.261944371
APOPT1	10.38781293	39.71742194	1.934880042
APP	519.609009	393.1679403	-0.402280758
APPBP2	105.6250288	35.91836419	-1.556158182
APPL1	95.67394071	68.24489196	-0.487404956
APPL2	101.4449479	51.94348052	-0.965682427
APRT	57.61648794	66.37989997	0.204264733
APTR	2.464376041	15.817895	2.682263303
APTX	40.42824492	29.14913402	-0.471910551
AQP1	1	1.450549323	0.536599352
AQP10	10.01347733	1	-3.323871153
AQP11	10.10706123	3.522762642	-1.520584398
AQP2	1	1	0
AQP3	9.389584661	157.4191384	4.067405796
AQP4	1.809288739	1.864991987	0.04374677
AQP5	1	1	0
AQP6	1	1	0
AQP7	1.247785337	1	-0.319369761
AQP8	1	1	0
AQP9	1	1	0
AQR	63.23152195	31.98115888	-0.983421727
AR	8.952859793	1.450549323	-2.625749241
ARAF	19.37186736	22.86342028	0.239078212
ARAP1	32.16166706	69.14285106	1.104237905
ARAP2	1	1	0
ARAP3	1	1	0
ARC	1	1.312401768	0.392209443
ARCN1	144.836683	174.7566565	0.270920367
AREG	1	1	0
AREL1	32.4736134	16.37048522	-0.988170841
ARF1	675.4262029	647.4285145	-0.061077242
ARF3	200.7998554	181.5949605	-0.145034064
ARF4	179.1819744	254.329648	0.505274141
ARF5	293.8846415	73.70172037	-1.995479765
ARF6	117.1982378	52.97958718	-1.14544237
ARFGAP1	13.07055141	22.5180514	0.784761984
ARFGAP2	120.7856206	47.453685	-1.347856685
ARFGAP3	79.82706693	91.03923846	0.189610486
ARFGEF1	90.46443693	35.29670019	-1.357817441
ARFGEF2	87.62572529	37.02354463	-1.242911455
ARFGEF3	293.2295542	226.3547682	-0.373444821
ARFIP1	42.73664779	34.0533722	-0.327676078
ARFIP2	87.84408772	85.4442625	-0.03996157
ARFRP1	13.53847091	17.40659188	0.362568954
ARG2	45.5441648	78.81317988	0.791170686
ARGLU1	105.8121966	33.63892954	-1.653302229
ARHGAP1	166.2673962	101.4693788	-0.712460874
ARHGAP10	22.55371997	5.249607074	-2.10308406
ARHGAP11A	1	2.003139541	1.002262925
ARHGAP11B	1	1	0
ARHGAP12	26.39065988	18.02825587	-0.549767593
ARHGAP15	1	1.5196231	0.603713548
ARHGAP17	57.2109577	12.01883725	-2.250994165
ARHGAP18	73.77530805	13.95290301	-2.402572722
ARHGAP19	9.951088063	5.525902183	-0.848644256
ARHGAP20	2.495570674	1	-1.319369761
ARHGAP21	37.37117084	16.09419011	-1.215385785
ARHGAP22	1	51.52903786	5.68731375
ARHGAP23	2.994684809	1	-1.582404167
ARHGAP24	11.41723583	38.81946284	1.765566745
ARHGAP25	1	1	0
ARHGAP26	15.50373281	10.77550926	-0.524859559
ARHGAP27	1.965261906	9.463107488	2.267592423
ARHGAP27P1-BPTFP1-KPNA2P3	3.899329178	16.30141144	2.063699028
ARHGAP28	2.901100909	3.453688864	0.251537642
ARHGAP29	5.771007184	15.61067367	1.435637765
ARHGAP30	1	1	0
ARHGAP31	1	2.693877314	1.429684148
ARHGAP32	108.245378	21.48194474	-2.333108914
ARHGAP33	24.70614967	2.693877314	-3.197114138
ARHGAP35	135.1975413	33.63892954	-2.006865213
ARHGAP36	1.715704838	1	-0.77880138
ARHGAP39	11.54201437	2.762951091	-2.062613102
ARHGAP4	9.171222227	1	-3.197114011
ARHGAP42	1.434953138	1.864991987	0.378165809
ARHGAP44	28.38711642	65.27471954	1.201288047
ARHGAP45	1	1	0
ARHGAP5	136.9444407	56.77864493	-1.270170378
ARHGAP6	42.45589609	1	-5.407893018
ARHGAP8	2.901100909	2.486655982	-0.222393546
ARHGAP9	1	1	0
ARHGDIA	191.9717741	132.3453573	-0.536586619
ARHGDIB	1	3.799057751	1.925641643
ARHGDIG	2.713933108	6.63108262	1.288859268
ARHGEF1	15.03581331	10.36106659	-0.537230383
ARHGEF10	1	6.35478751	2.667843886
ARHGEF10L	44.57713116	28.25117491	-0.657992905
ARHGEF11	51.72070222	15.47252611	-1.741033106
ARHGEF12	68.34744183	88.41443493	0.371394589
ARHGEF15	1	10.43014037	3.382686669
ARHGEF16	5.053530615	9.394033711	0.894453102
ARHGEF17	7.798658356	11.2590257	0.529784133
ARHGEF18	1	1	0
ARHGEF19	3.431409677	1	-1.77880138
ARHGEF2	132.8267491	4.904238187	-4.759372852
ARHGEF25	7.049987154	5.59497596	-0.333488696
ARHGEF26	6.987597887	5.59497596	-0.320664656
ARHGEF28	27.79441838	8.427000829	-1.721704021
ARHGEF3	21.5554917	43.99999613	1.029447925
ARHGEF33	3.680966744	1.243327991	-1.565877785
ARHGEF35	5.771007184	9.946623929	0.785383804
ARHGEF37	1.871678005	7.252746615	1.954195185
ARHGEF38	1	1	0
ARHGEF38-IT1	1	1	0
ARHGEF39	1	13.88382923	3.795333621
ARHGEF4	9.077638327	11.32809948	0.319516925
ARHGEF40	53.68596412	7.459967947	-2.847303617
ARHGEF5	16.56435035	12.70957502	-0.382165832
ARHGEF6	1	2.210360873	1.14428193
ARHGEF7	79.7022884	24.17582205	-1.721056201
ARHGEF9	105.2194985	70.80062172	-0.571568145
ARID1A	323.5195433	78.467811	-2.043680006
ARID1B	262.3468671	72.11302349	-1.863143825
ARID2	41.92558732	16.85400166	-1.314739822
ARID3A	331.8485104	41.37519259	-3.003686866
ARID3B	90.713994	17.75196076	-2.353346742
ARID4A	43.42292973	18.09732965	-1.262680231
ARID4B	114.4219154	56.5714236	-1.016218019
ARID5A	1.310174604	5.525902183	2.076450935
ARID5B	38.27581521	86.34222161	1.173633109
ARIH1	52.37578952	48.62793921	-0.107114633
ARIH2	126.2446815	64.86027687	-0.960815523
ARIH2OS	1	15.12715723	3.919068989
ARL1	139.0344812	202.1098723	0.539697072
ARL10	84.10073171	29.77079801	-1.498220459
ARL11	1	4.83516441	2.273564946
ARL13B	25.08048527	8.703295938	-1.526931504
ARL14	1	1	0
ARL14EP	29.69729102	24.0376745	-0.305034004
ARL15	37.99506351	28.32024869	-0.423978055
ARL16	6.020564251	59.12715336	3.295850212
ARL17A	1.497342404	10.49921415	2.809805276
ARL17B	3.524993577	10.84458303	1.62128205
ARL2	190.4432371	204.2511594	0.100983211
ARL2BP	131.5165745	66.24175242	-0.989431883
ARL3	152.7913145	107.5478712	-0.506583566
ARL4A	24.95570674	12.70957502	-0.97345397
ARL4C	161.4634226	50.56200497	-1.6750818
ARL4D	55.68242066	30.80690467	-0.853968196
ARL5A	128.3659165	63.75509644	-1.009649614
ARL5B	172.2879604	21.34379718	-3.012933121
ARL5C	1	1.588696878	0.667843886
ARL6	20.18292783	12.08791103	-0.739570527
ARL6IP1	251.0856044	171.2338939	-0.552211021
ARL6IP4	2.745127741	8.219779497	1.582226408
ARL6IP5	307.8286426	124.7472418	-1.30311956
ARL6IP6	26.45304914	12.43327991	-1.089227095
ARL8A	109.4931633	50.00941476	-1.130569165
ARL8B	79.39034207	60.71585024	-0.386890323
ARL9	3.306631143	1.5196231	-1.121648573
ARMC1	98.63743089	25.21192871	-1.968028735
ARMC10	23.7079214	593.4818945	4.645762933
ARMC12	1	1	0
ARMC2	3.618577477	2.832024869	-0.353588727
ARMC3	1.559731671	1	-0.641297856
ARMC4	1	1	0
ARMC5	7.82985299	8.012558165	0.033277704
ARMC6	49.06915838	16.30141144	-1.589819643
ARMC7	6.176537418	8.634222161	0.483267928
ARMC8	96.67216898	34.88225753	-1.470607199
ARMC9	22.70969313	23.48508428	0.048436559
ARMCX1	34.96918407	21.68916607	-0.689109551
ARMCX2	3.524993577	37.50706107	3.411469689
ARMCX3	144.4311528	92.7660829	-0.638712625
ARMCX4	8.266577858	17.13029677	1.051188024
ARMCX5	27.91919692	16.57770655	-0.752013013
ARMCX6	64.47930729	38.26687262	-0.752740244
ARMT1	35.3747143	18.78806742	-0.91290182
ARNT	28.04397545	27.42228958	-0.032341845
ARNT2	164.1461611	68.79748218	-1.254553338
ARNTL	8.204188591	8.081631943	-0.021714006
ARNTL2	15.75328988	1.864991987	-3.078411812
ARPC1A	121.8150435	121.569848	-0.002906856
ARPC1B	40.02271468	97.67032108	1.287101213
ARPC2	461.992521	196.7221177	-1.231710326
ARPC3	365.9442447	363.1208472	-0.011174097
ARPC4	245.9072953	146.712703	-0.745120745
ARPC5	188.7587269	160.665606	-0.232482225
ARPC5L	93.61509491	63.06435866	-0.56991629
ARPIN	13.94400114	22.44897762	0.68700515
ARPP19	413.1417251	228.7032766	-0.853159737
ARPP21	1.247785337	1	-0.319369761
ARRB1	4.64800038	1.036106659	-2.165437662
ARRB2	23.7079214	13.40031279	-0.823102503
ARRDC1	23.0528341	16.09419011	-0.518404146
ARRDC2	1	11.88068969	3.570546684
ARRDC3	29.57251249	82.54316386	1.480891917
ARRDC4	34.47006993	4.420721746	-2.962990391
ARRDC5	1	1	0
ARSA	17.03226985	32.39560155	0.927527235
ARSB	8.859275893	24.86655982	1.48894624
ARSD	45.88730577	42.48037303	-0.111298668
ARSE	2.18362434	4.558869301	1.061951366
ARSG	1.123006803	24.52119094	4.448590476
ARSI	1	1	0
ARSJ	1	1.105180437	0.14428193
ARSK	1.840483372	11.12087814	2.595114092
ART3	1	5.042385742	2.334106488
ART4	1	2.27943465	1.188676049
ART5	1	1	0
ARTN	4.336054046	1.726844432	-1.32824462
ARV1	23.92628384	28.38932246	0.246752079
ARVCF	55.8071992	31.77393755	-0.812607358
ARX	23.45836434	4.282574192	-2.453552278
AS3MT	16.40837718	8.496074606	-0.949564221
ASAH1	144.2127903	149.9591705	0.056370627
ASAH2	1	1.726844432	0.788138119
ASAH2B	31.19463342	9.739402597	-1.679392669
ASAP1	217.9880984	110.0345272	-0.986293078
ASAP1-IT2	4.211275512	2.832024869	-0.572423329
ASAP2	18.40483372	1	-4.202012811
ASAP3	2.994684809	1	-1.582404167
ASB1	50.31694371	34.46781487	-0.545794455
ASB11	1	9.117738602	3.188676049
ASB12	1	1	0
ASB13	9.732725629	3.108319978	-1.646708859
ASB14	1	1	0
ASB16	1	2.417582205	1.273564946
ASB18	1	1	0
ASB2	1	1.726844432	0.788138119
ASB3	27.42008278	32.11930644	0.228207814
ASB4	1	11.32809948	3.501833934
ASB5	1	1	0
ASB6	11.23006803	13.19309146	0.232415995
ASB7	15.53492745	5.664049738	-1.455609664
ASB8	64.72886436	57.74567781	-0.164696226
ASB9	99.16773966	38.68131528	-1.358234021
ASCC1	15.53492745	20.79120696	0.420458008
ASCC2	32.78555973	34.39874109	0.069295241
ASCC3	45.51297017	25.41915004	-0.840361949
ASCL1	84.50626195	20.86028074	-2.018299676
ASCL2	212.4978429	20.03139541	-3.407113366
ASCL5	1	1	0
ASF1A	25.79796184	14.50549323	-0.830657738
ASF1B	1	1	0
ASGR1	16.22120938	10.15384526	-0.675855205
ASGR2	1	1	0
ASH1L	153.0408716	57.40030893	-1.414786589
ASH1L-IT1	1	49.94034098	5.642133767
ASH2L	53.43640706	28.87283891	-0.888110041
ASIC1	24.61256577	1	-4.621323156
ASIC2	36.12338551	1.036106659	-5.123688679
ASIC3	5.73981255	1.450549323	-1.98440427
ASIC4	54.49702459	2.003139541	-4.765842635
ASL	8.578524192	13.05494391	0.605794879
ASMT	1	1	0
ASMTL	10.8245378	23.00156784	1.087426778
ASNA1	58.02201817	52.70329207	-0.138707396
ASNS	109.2124116	67.69230174	-0.690073144
ASNSD1	70.56226081	37.92150373	-0.895880612
ASPA	1	1.726844432	0.788138119
ASPDH	1	3.31554131	1.72924443
ASPG	1	1	0
ASPH	366.006634	122.1224382	-1.583541499
ASPHD1	42.79903706	67.8304493	0.664354711
ASPHD2	36.21696941	4.904238187	-2.884564874
ASPM	1	1	0
ASPN	1	1	0
ASPRV1	1.934067272	1	-0.951637977
ASPSCR1	10.9181217	21.96546118	1.008512107
ASRGL1	40.05390932	38.68131528	-0.050306207
ASS1	69.1585023	6.976451506	-3.309341309
ASTE1	13.32010847	6.492935065	-1.036663145
ASTN1	6.706846186	1	-2.745634516
ASTN2	38.65015081	2.417582205	-3.998837192
ASXL1	54.90255483	27.35321581	-1.00516283
ASXL2	82.66577858	31.08319978	-1.41115519
ASXL3	68.3162472	5.525902183	-3.627946796
ASZ1	1	1.105180437	0.14428193
ATAD1	66.00784433	27.42228958	-1.267288452
ATAD2	2.27720824	10.43014037	2.195420444
ATAD2B	19.09111566	6.35478751	-1.586985623
ATAD3A	9.483168561	16.85400166	0.829650087
ATAD3B	1	9.601255043	3.263223002
ATAD3C	1	55.0518005	5.782717844
ATAD5	2.745127741	1	-1.456873285
ATAT1	52.00145392	7.252746615	-2.841952608
ATCAY	31.44419049	40.82260238	0.37657466
ATE1	61.26626005	13.26216524	-2.20777645
ATF1	22.17938437	23.27786295	0.069739295
ATF2	74.14964365	40.96074993	-0.85619763
ATF3	4.803973547	33.77707709	2.813744377
ATF4	125.6207888	135.522751	0.109459832
ATF5	18.46722299	21.13657585	0.19477474
ATF6	106.4672839	91.79905001	-0.213859047
ATF6B	20.71323659	38.26687262	0.885542998
ATF7	31.31941196	29.83987179	-0.069815789
ATF7IP	67.50518673	27.83673225	-1.278008492
ATF7IP2	18.34244445	7.943484388	-1.207342031
ATG10	20.40129026	21.96546118	0.106576393
ATG10-IT1	1	1	0
ATG101	26.07871354	32.25745399	0.306759871
ATG12	57.14856843	34.12244598	-0.743996293
ATG13	97.79517579	56.43327604	-0.793217196
ATG14	15.90926305	8.703295938	-0.87023325
ATG16L1	20.02695466	12.98587013	-0.625000372
ATG16L2	51.53353442	10.84458303	-2.248536959
ATG2A	30.66432466	24.17582205	-0.342996231
ATG2B	38.89970788	14.22919812	-1.450904959
ATG3	58.58352157	64.7912031	0.145303028
ATG4A	5.708617917	12.08791103	1.082351537
ATG4B	79.39034207	48.69701299	-0.70513023
ATG4C	5.053530615	5.59497596	0.146840263
ATG4D	18.43602835	18.99528875	0.043113751
ATG5	37.02802988	24.52119094	-0.594588742
ATG7	9.670336362	12.43327991	0.362568954
ATG9A	36.65369427	28.87283891	-0.344245646
ATG9B	1.809288739	1.312401768	-0.463213218
ATIC	37.65192254	22.31083006	-0.754979343
ATL1	24.92451211	10.91365681	-1.191430682
ATL2	24.83092821	16.23233766	-0.613267411
ATL3	18.99753176	37.57613484	0.984004687
ATM	46.72956087	101.0549362	1.112732409
ATMIN	87.34497359	43.51647969	-1.00516283
ATN1	71.15495884	55.88068583	-0.348614576
ATOH1	1	1	0
ATOH7	1.27897997	1	-0.354993671
ATOH8	1	3.660910196	1.872202384
ATOX1	157.9696237	106.7880597	-0.564896822
ATP10A	1	1	0
ATP10B	1	3.384615087	1.758991774
ATP10D	40.98974832	18.78806742	-1.125446456
ATP11A	75.83415386	27.0769207	-1.485784071
ATP11B	31.50657976	24.10674827	-0.386216088
ATP11C	8.048215424	1	-3.008668922
ATP12A	1	1	0
ATP13A1	44.20279556	30.53060956	-0.53388122
ATP13A2	46.60478234	24.0376745	-0.955180674
ATP13A3	118.4772177	58.36734181	-1.021376396
ATP13A4	1	1	0
ATP13A5	1	1	0
ATP1A1	179.899451	394.5494159	1.13301522
ATP1A2	1	1.588696878	0.667843886
ATP1A3	6.706846186	5.940344847	-0.175087832
ATP1A4	1	3.108319978	1.636135026
ATP1B1	226.8785689	539.2589793	1.249057957
ATP1B2	34.719627	20.79120696	-0.739777937
ATP1B3	63.07554879	47.38461122	-0.412662253
ATP1B4	1	1	0
ATP23	7.018792521	2.762951091	-1.345012833
ATP2A1	1	1	0
ATP2A2	291.6698225	81.02354076	-1.847923088
ATP2A3	96.67216898	89.03609892	-0.118710228
ATP2B1	470.1343203	59.26530091	-2.987813426
ATP2B2	7.705074456	1	-2.945808898
ATP2B3	1.559731671	1	-0.641297856
ATP2B4	56.11914553	22.72527273	-1.304195434
ATP2C1	141.5300518	99.12087041	-0.51384766
ATP2C2	9.10883296	1	-3.187266225
ATP4A	1	1	0
ATP4B	1	1	0
ATP5A1	587.769283	267.4536657	-1.135960988
ATP5B	454.8177553	285.8963642	-0.669796303
ATP5C1	189.0706732	110.9324863	-0.769243686
ATP5D	92.83522907	267.8681083	1.52877854
ATP5E	1109.062802	925.5886156	-0.260898037
ATP5EP2	57.55409867	235.4725068	2.032568046
ATP5F1	205.3230772	194.0282404	-0.081629139
ATP5G1	192.1277473	188.8477071	-0.024842622
ATP5G2	761.0554717	701.4442084	-0.117673253
ATP5G3	308.8892602	278.2982487	-0.150457881
ATP5H	71.68526761	164.8100326	1.201055508
ATP5I	70.49987154	231.1208588	1.712954936
ATP5J	202.2036139	190.8508466	-0.083363195
ATP5J2	190.8175727	176.4144272	-0.113225488
ATP5L	419.786182	522.4049776	0.315513965
ATP5L2	1.653315572	11.81161592	2.836772324
ATP5O	176.6240145	172.8916645	-0.030813195
ATP5S	41.42647319	29.56357668	-0.486732182
ATP5SL	10.23183976	35.15855264	1.780810105
ATP6AP1	568.2102478	450.2919541	-0.335564152
ATP6AP1L	8.484940292	12.64050124	0.57507726
ATP6AP2	276.0413112	209.5007665	-0.397928668
ATP6V0A1	230.2475893	146.1601127	-0.6556364
ATP6V0A2	11.1052895	14.57456701	0.392206021
ATP6V0A4	1	1	0
ATP6V0B	418.4448128	382.4615048	-0.129722817
ATP6V0C	1	1.5196231	0.603713548
ATP6V0D1	120.5048689	114.9387654	-0.068225981
ATP6V0D2	1	1	0
ATP6V0E1	315.6584956	264.8979359	-0.252927978
ATP6V0E2	123.4059698	111.8995192	-0.14120835
ATP6V1A	342.6730482	184.9105018	-0.890005562
ATP6V1B1	1	1	0
ATP6V1B2	364.2285399	142.361055	-1.355289443
ATP6V1C1	60.04966934	38.81946284	-0.629376147
ATP6V1C2	2.339597507	1	-1.226260357
ATP6V1D	128.7402521	169.5761232	0.397469849
ATP6V1E1	197.1188886	271.8053136	0.463507633
ATP6V1E2	4.273664779	13.74568168	1.685432801
ATP6V1F	277.2267072	242.2417369	-0.194618794
ATP6V1G1	579.0659803	620.6278889	0.100000786
ATP6V1G2	13.07055141	2.141287096	-2.60976986
ATP6V1H	98.16951139	72.11302349	-0.445015204
ATP7A	37.93267424	9.946623929	-1.931162249
ATP7B	13.25771921	4.144426637	-1.677588172
ATP8A1	99.54207526	44.4144388	-1.164277703
ATP8A2	30.57074076	2.55572976	-3.58034431
ATP8B1	5.73981255	6.423861288	0.162437118
ATP8B2	48.22690328	24.86655982	-0.955631244
ATP8B3	1	3.246467532	1.698870781
ATP8B4	1	1	0
ATP9A	378.5468766	193.8210191	-0.965746931
ATP9B	26.29707598	20.44583808	-0.363095192
ATPAF1	54.71538703	46.69387345	-0.228713333
ATPAF2	21.58668633	15.54159989	-0.474006773
ATPIF1	240.6354022	301.5070379	0.325342771
ATR	13.50727627	7.183672838	-0.910943233
ATRAID	218.0816823	235.1962117	0.108996226
ATRIP	3.025879442	3.384615087	0.161637265
ATRN	30.41476759	32.32652777	0.087946574
ATRNL1	49.16274228	55.74253827	0.181213307
ATRX	257.5116989	107.3406499	-1.262441448
