ensembl_gene_id	Gene.name	UniProt.accession	Annotated.category	mean_tpm	hgnc_symbol	gene_biotype	description
ENSG00000002745	WNT16	Q9UBV4	Locally secreted to extracellular matrix	0.3694927313483146	WNT16	protein_coding	Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]
ENSG00000003137	CYP26B1	Q9NR63	Intracellular or membrane-bound	0.9129544146419605	CYP26B1	protein_coding	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]
ENSG00000004139	SARM1	Q6SZW1	Intracellular or membrane-bound	20.051072091817304	SARM1	protein_coding	sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]
ENSG00000004487	KDM1A	O60341	Intracellular or membrane-bound	46.931364222022474	KDM1A	protein_coding	lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
ENSG00000004776	HSPB6	O14558	Intracellular or membrane-bound	7.543199719101124	HSPB6	protein_coding	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]
ENSG00000004961	HCCS	P53701	Intracellular or membrane-bound	21.923688831460677	HCCS	protein_coding	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]
ENSG00000005001	PRSS22	Q9GZN4	Locally secreted	11.442967075696204	PRSS22	protein_coding	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]
ENSG00000005108	THSD7A	Q9UPZ6	Secreted to blood	1.3739706511498895	THSD7A	protein_coding	thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]
ENSG00000005381	MPO	P05164	Intracellular or membrane-bound	0.03655994382022472	MPO	protein_coding	myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]
ENSG00000005421	PON1	P27169	Secreted to blood	2.2636107053595507	PON1	protein_coding	paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]
ENSG00000006016	CRLF1	O75462	Locally secreted	11.973368411728051	CRLF1	protein_coding	cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]
ENSG00000006128	TAC1	P20366	Secreted to blood	5.910681494382023	TAC1	protein_coding	tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]
ENSG00000006210	CX3CL1	P78423	Secreted to blood	8.456650141458653	CX3CL1	protein_coding	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]
ENSG00000006282	SPATA20	Q8TB22	Locally secreted in male tissues	9.059230973071054	SPATA20	protein_coding	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
ENSG00000006432	MAP3K9	P80192	Intracellular or membrane-bound	0.287852752215602	MAP3K9	protein_coding	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]
ENSG00000006530	AGK	Q53H12	Intracellular or membrane-bound	24.381980875258698	AGK	protein_coding	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
ENSG00000006606	CCL26	Q9Y258	Secreted to blood	0.010852865168539325	CCL26	protein_coding	C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]
ENSG00000006757	PNPLA4	P41247	Intracellular or membrane-bound	31.606828752532834	PNPLA4	protein_coding	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]
ENSG00000007038	PRSS21	Q9Y6M0	Intracellular or membrane-bound	0.2532262797188685	PRSS21	protein_coding	serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]
ENSG00000007202	KIAA0100	Q14667	Secreted - unknown location	68.82843601575715	KIAA0100	protein_coding	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]
ENSG00000007306	CEACAM7	Q14002	Intracellular or membrane-bound	50.2877376764045	CEACAM7	protein_coding	CEA cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]
ENSG00000008277	ADAM22	Q9P0K1	Intracellular or membrane-bound	3.0023576937420473	ADAM22	protein_coding	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]
ENSG00000008438	PGLYRP1	O75594	Secreted to blood	0.020882533707865168	PGLYRP1	protein_coding	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]
ENSG00000008513	ST3GAL1	Q11201	Intracellular or membrane-bound	23.35466526975357	ST3GAL1	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]
ENSG00000008517	IL32	P24001	Secreted to blood	353.62719034538657	IL32	protein_coding	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]
ENSG00000009724	MASP2	O00187	Secreted to blood	0.8789497314606742	MASP2	protein_coding	mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]
ENSG00000009950	MLXIPL	Q9NP71	Intracellular or membrane-bound	12.741831178151331	MLXIPL	protein_coding	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]
ENSG00000010319	SEMA3G	Q9NS98	Secreted to blood	0.9939326302247191	SEMA3G	protein_coding	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]
ENSG00000010404	IDS	P22304	Intracellular or membrane-bound	272.33157740750494	IDS	protein_coding	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]
ENSG00000010438	PRSS3	P35030	Locally secreted to GI-tract	4.282718280898877	PRSS3	protein_coding	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]
ENSG00000011201	ANOS1	P23352	Locally secreted in brain	0.6475075247191011	ANOS1	protein_coding	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]
ENSG00000011295	TTC19	Q6DKK2	Intracellular or membrane-bound	30.207060677823595	TTC19	protein_coding	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]
ENSG00000011465	DCN	P07585	Locally secreted to extracellular matrix	30.371563718337327	DCN	protein_coding	decorin [Source:HGNC Symbol;Acc:HGNC:2705]
ENSG00000012171	SEMA3B	Q13214	Locally secreted	7.536921336840303	SEMA3B	protein_coding	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]
ENSG00000012223	LTF	P02788	Locally secreted	2.0469065165556235	LTF	protein_coding	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]
ENSG00000013288	MAN2B2	Q9Y2E5	Secreted to blood	8.644833629213483	MAN2B2	protein_coding	mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]
ENSG00000013523	ANGEL1	Q9UNK9	Intracellular or membrane-bound	25.592257101123597	ANGEL1	protein_coding	angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]
ENSG00000013563	DNASE1L1	P49184	Intracellular or membrane-bound	7.727856703442282	DNASE1L1	protein_coding	deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]
ENSG00000013725	CD6	P30203	Secreted to blood	1.5685631032066787	CD6	protein_coding	CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]
ENSG00000014257	ACPP	P15309	Secreted to blood	8.964226082354495	ACP3	protein_coding	acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]
ENSG00000015479	MATR3	P43243	Intracellular or membrane-bound	178.02158622680264	MATR3	protein_coding	matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]
ENSG00000015532	XYLT2	Q9H1B5	Secreted to blood	4.159339061623226	XYLT2	protein_coding	xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]
ENSG00000016490	CLCA1	A8K7I4	Locally secreted to GI-tract	0.024987711235955057	CLCA1	protein_coding	chloride channel accessory 1 [Source:HGNC Symbol;Acc:HGNC:2015]
ENSG00000016602	CLCA4	Q14CN2	Intracellular or membrane-bound	0.13057709550561797	CLCA4	protein_coding	chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]
ENSG00000017427	IGF1	P05019	Secreted to blood	0.19206893404494382	IGF1	protein_coding	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]
ENSG00000018236	CNTN1	Q12860	Intracellular or membrane-bound	79.04666586335328	CNTN1	protein_coding	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]
ENSG00000018510	AGPS	O00116	Intracellular or membrane-bound	0.6054655505617977	AGPS	protein_coding	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]
ENSG00000019991	HGF	P14210	Secreted to blood	3.5612747112469862	HGF	protein_coding	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]
ENSG00000021852	C8B	P07358	Secreted to blood	0.4322986040649652	C8B	protein_coding	complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]
ENSG00000023318	ERP44	Q9BS26	Intracellular or membrane-bound	30.266923595505617	ERP44	protein_coding	endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]
ENSG00000026103	FAS	P25445	Secreted to blood	10.557460356529301	FAS	protein_coding	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]
ENSG00000026297	RNASET2	O00584	Secreted to blood	17.53946003709482	RNASET2	protein_coding	ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]
ENSG00000028137	TNFRSF1B	P20333	Secreted to blood	2.0098962972339103	TNFRSF1B	protein_coding	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]
ENSG00000029534	ANK1	P16157	Intracellular or membrane-bound	1.8040786258702375	ANK1	protein_coding	ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]
ENSG00000029559	IBSP	P21815	Locally secreted	0.08533252696629214	IBSP	protein_coding	integrin binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341]
ENSG00000030582	GRN	P28799	Secreted to blood	97.87998207058325	GRN	protein_coding	granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]
ENSG00000033011	ALG1	Q9BT22	Intracellular or membrane-bound	20.1620169635824	ALG1	protein_coding	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]
ENSG00000033100	CHPF2	Q9P2E5	Intracellular or membrane-bound	19.007230506741575	CHPF2	protein_coding	chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]
ENSG00000034971	MYOC	Q99972	Locally secreted to extracellular matrix	0.02197439438202247	MYOC	protein_coding	myocilin [Source:HGNC Symbol;Acc:HGNC:7610]
ENSG00000035862	TIMP2	P16035	Locally secreted to extracellular matrix	126.43055973906287	TIMP2	protein_coding	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]
ENSG00000036530	CYP46A1	Q9Y6A2	Intracellular or membrane-bound	2.6824662622739326	CYP46A1	protein_coding	cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]
ENSG00000037749	MFAP3	P55082	Intracellular or membrane-bound	19.857675146067418	MFAP3	protein_coding	microfibril associated protein 3 [Source:HGNC Symbol;Acc:HGNC:7034]
ENSG00000038002	AGA	P20933	Intracellular or membrane-bound	28.93732764479782	AGA	protein_coding	aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]
ENSG00000038295	TLL1	O43897	Locally secreted to extracellular matrix	0.810575888965868	TLL1	protein_coding	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]
ENSG00000038427	VCAN	P13611	Secreted to blood	15.393266117553022	VCAN	protein_coding	versican [Source:HGNC Symbol;Acc:HGNC:2464]
ENSG00000039537	C6	P13671	Secreted to blood	0.8694065649169342	C6	protein_coding	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]
ENSG00000041982	TNC	P24821	Locally secreted to extracellular matrix	12.227771995114272	TNC	protein_coding	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]
ENSG00000042493	CAPG	P40121	Intracellular or membrane-bound	19.722795310984345	CAPG	protein_coding	capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]
ENSG00000042781	USH2A	O75445	Intracellular or membrane-bound	0.15801591990842204	USH2A	protein_coding	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
ENSG00000042813	ZPBP	Q9BS86	Locally secreted in male tissues	0.43773731910112357	ZPBP	protein_coding	zona pellucida binding protein [Source:HGNC Symbol;Acc:HGNC:15662]
ENSG00000042832	TG	P01266	Locally secreted	0.592284066398815	TG	protein_coding	thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]
ENSG00000042980	ADAM28	Q9UKQ2	Secreted to blood	5.493158071327743	ADAM28	protein_coding	ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206]
ENSG00000044012	GUCA2B	Q16661	Secreted to blood	0.2671481011235955	GUCA2B	protein_coding	guanylate cyclase activator 2B [Source:HGNC Symbol;Acc:HGNC:4683]
ENSG00000044524	EPHA3	P29320	Intracellular or membrane-bound	1.4403093801826197	EPHA3	protein_coding	EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]
ENSG00000044574	HSPA5	P11021	Intracellular or membrane-bound	600.2299438202247	HSPA5	protein_coding	heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]
ENSG00000047457	CP	P00450	Secreted to blood	26.823444464411132	CP	protein_coding	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]
ENSG00000047648	ARHGAP6	O43182	Intracellular or membrane-bound	1.7303375850405913	ARHGAP6	protein_coding	Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676]
ENSG00000048649	RSF1	Q96T23	Intracellular or membrane-bound	18.402421896535547	RSF1	protein_coding	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]
ENSG00000049089	COL9A2	Q14055	Locally secreted to extracellular matrix	1.0554122760360674	COL9A2	protein_coding	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
ENSG00000049130	KITLG	P21583	Intracellular or membrane-bound	13.935125481347963	KITLG	protein_coding	KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]
ENSG00000049192	ADAMTS6	Q9UKP5	Locally secreted to extracellular matrix	0.7527296598844382	ADAMTS6	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]
ENSG00000049239	H6PD	O95479	Intracellular or membrane-bound	7.072702438709236	H6PD	protein_coding	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]
ENSG00000049247	UTS2	O95399	Secreted to blood	0.04394346741573034	UTS2	protein_coding	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]
ENSG00000049323	LTBP1	Q14766	Locally secreted to extracellular matrix	21.40533052725291	LTBP1	protein_coding	latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]
ENSG00000049449	RCN1	Q15293	Intracellular or membrane-bound	87.89780785842696	RCN1	protein_coding	reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934]
ENSG00000049540	ELN	P15502	Locally secreted to extracellular matrix	1.5659017093233507	ELN	protein_coding	elastin [Source:HGNC Symbol;Acc:HGNC:3327]
ENSG00000049860	HEXB	P07686	Intracellular or membrane-bound	206.36432566517217	HEXB	protein_coding	hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]
ENSG00000050165	DKK3	Q9UBP4	Locally secreted	50.44091962510899	DKK3	protein_coding	dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]
ENSG00000050344	NFE2L3	Q9Y4A8	Intracellular or membrane-bound	5.740712280898876	NFE2L3	protein_coding	nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]
ENSG00000050555	LAMC3	Q9Y6N6	Locally secreted to extracellular matrix	4.325718684719652	LAMC3	protein_coding	laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]
ENSG00000052344	PRSS8	Q16651	Secreted - unknown location	28.939510580898876	PRSS8	protein_coding	serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]
ENSG00000053108	FSTL4	Q6MZW2	Secreted to blood	10.01783926580899	FSTL4	protein_coding	follistatin like 4 [Source:HGNC Symbol;Acc:HGNC:21389]
ENSG00000053328	METTL24	Q5JXM2	Secreted - unknown location	0.0827731179775281	METTL24	protein_coding	methyltransferase like 24 [Source:HGNC Symbol;Acc:HGNC:21566]
ENSG00000053747	LAMA3	Q16787	Locally secreted to extracellular matrix	7.782850464405157	LAMA3	protein_coding	laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]
ENSG00000054803	CBLN4	Q9NTU7	Locally secreted in brain	0.8889110786516854	CBLN4	protein_coding	cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]
ENSG00000054938	CHRDL2	Q6WN34	Locally secreted to extracellular matrix	4.039547820420298	CHRDL2	protein_coding	chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]
ENSG00000054983	GALC	P54803	Intracellular or membrane-bound	22.231087240967078	GALC	protein_coding	galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]
ENSG00000055813	CCDC85A	Q96PX6	Intracellular or membrane-bound	0.8472864719101124	CCDC85A	protein_coding	coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]
ENSG00000055955	ITIH4	Q14624	Secreted to blood	9.174632211803349	ITIH4	protein_coding	inter-alpha-trypsin inhibitor heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:6169]
ENSG00000055957	ITIH1	P19827	Secreted to blood	0.23276742524719102	ITIH1	protein_coding	inter-alpha-trypsin inhibitor heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:6166]
ENSG00000056291	NPFFR2	Q9Y5X5	Intracellular or membrane-bound	0.3096116514880843	NPFFR2	protein_coding	neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]
ENSG00000056736	IL17RB	Q9NRM6	Intracellular or membrane-bound	12.800353191011236	IL17RB	protein_coding	interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015]
ENSG00000057663	ATG5	Q9H1Y0	Intracellular or membrane-bound	28.600484182449613	ATG5	protein_coding	autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]
ENSG00000058085	LAMC2	Q13753	Locally secreted to extracellular matrix	145.58360208988765	LAMC2	protein_coding	laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]
ENSG00000060718	COL11A1	P12107	Locally secreted to extracellular matrix	0.20437338223308374	COL11A1	protein_coding	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]
ENSG00000061492	WNT8A	Q9H1J5	Locally secreted to extracellular matrix	0.012145749438202248	WNT8A	protein_coding	Wnt family member 8A [Source:HGNC Symbol;Acc:HGNC:12788]
ENSG00000062096	ARSF	P54793	Locally secreted	0.025146135056179776	ARSF	protein_coding	arylsulfatase F [Source:HGNC Symbol;Acc:HGNC:721]
ENSG00000063180	CA11	O75493	Locally secreted in brain	7.438169147960113	CA11	protein_coding	carbonic anhydrase 11 [Source:HGNC Symbol;Acc:HGNC:1370]
ENSG00000063660	GPC1	P35052	Intracellular or membrane-bound	9.210177761685394	GPC1	protein_coding	glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]
ENSG00000063761	ADCK1	Q86TW2	Secreted - unknown location	8.61318802258427	ADCK1	protein_coding	aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038]
ENSG00000064205	WISP2	O76076	Locally secreted to extracellular matrix	0.0874773606741573	CCN5	protein_coding	cellular communication network factor 5 [Source:HGNC Symbol;Acc:HGNC:12770]
ENSG00000064601	CTSA	P10619	Intracellular or membrane-bound	116.09685808096468	CTSA	protein_coding	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]
ENSG00000064703	DDX20	Q9UHI6	Intracellular or membrane-bound	8.492961362921347	DDX20	protein_coding	DEAD-box helicase 20 [Source:HGNC Symbol;Acc:HGNC:2743]
ENSG00000064886	CHI3L2	Q15782	Secreted to blood	1.7065497728962926	CHI3L2	protein_coding	chitinase 3 like 2 [Source:HGNC Symbol;Acc:HGNC:1933]
ENSG00000065320	NTN1	O95631	Locally secreted to extracellular matrix	2.331523831460674	NTN1	protein_coding	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]
ENSG00000065361	ERBB3	P21860	Secreted - unknown location	30.864108692342153	ERBB3	protein_coding	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]
ENSG00000065427	KARS	Q15046	Intracellular or membrane-bound	15.639847988523089	KARS1	protein_coding	lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]
ENSG00000065485	PDIA5	Q14554	Intracellular or membrane-bound	21.67060962469827	PDIA5	protein_coding	protein disulfide isomerase family A member 5 [Source:HGNC Symbol;Acc:HGNC:24811]
ENSG00000065618	COL17A1	Q9UMD9	Locally secreted to extracellular matrix	0.5181527503034641	COL17A1	protein_coding	collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]
ENSG00000065911	MTHFD2	P13995	Intracellular or membrane-bound	75.67121992462401	MTHFD2	protein_coding	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]
ENSG00000065978	YBX1	P67809	Intracellular or membrane-bound	445.7436823595506	YBX1	protein_coding	Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]
ENSG00000066056	TIE1	P35590	Intracellular or membrane-bound	4.775181218157303	TIE1	protein_coding	tyrosine kinase with immunoglobulin like and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809]
ENSG00000066248	NGEF	Q8N5V2	Intracellular or membrane-bound	1.6640703987577303	NGEF	protein_coding	neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]
ENSG00000067248	DHX29	Q7Z478	Intracellular or membrane-bound	22.99197901344277	DHX29	protein_coding	DExH-box helicase 29 [Source:HGNC Symbol;Acc:HGNC:15815]
ENSG00000067596	DHX8	Q14562	Intracellular or membrane-bound	28.54225165688175	DHX8	protein_coding	DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749]
