source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
INS/GCG	Pericytes	TGFB2	TGFbR1_R2	4.3542317371248025e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
PPY	Pericytes	TGFB2	TGFbR1_R2	4.537606469205926e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Delta	Pericytes	TGFB2	TGFbR1_R2	2.6797407878817436e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	Pericytes	TGFB2	TGFbR1_R2	2.351232629767493e-15	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	Pericytes	TGFB2	TGFbR1_R2	3.6305826050929714e-15	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	Acinar	TGFB2	TGFbR1_R2	1.7119474746422906e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Acinar	TGFB2	TGFbR1_R2	8.38214274212862e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Acinar	TGFB2	TGFbR1_R2	1.6120804769644297e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Acinar	TGFB2	TGFbR1_R2	1.8048500970953815e-15	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Acinar	TGFB2	TGFbR1_R2	2.336747454026547e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	Acinar	TGFB2	TGFbR1_R2	2.2220737385625615e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	Acinar	TGFB2	TGFbR1_R2	3.1869897746620565e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
PPY	Acinar	TGFB2	TGFbR1_R2	3.3212071134146466e-19	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Delta	Acinar	TGFB2	TGFbR1_R2	1.961380791220958e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	Acinar	TGFB2	TGFbR1_R2	1.720936045968529e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	Acinar	TGFB2	TGFbR1_R2	2.657329774123235e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	INS/SST	TGFB2	TGFbR1_R2	4.977945989517937e-19	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	INS/SST	TGFB2	TGFbR1_R2	2.4373325972206747e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	INS/SST	TGFB2	TGFbR1_R2	4.687555934956155e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	INS/SST	TGFB2	TGFbR1_R2	5.248085257064019e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	INS/SST	TGFB2	TGFbR1_R2	6.794719341327877e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	INS/SST	TGFB2	TGFbR1_R2	6.46127478741793e-19	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	INS/SST	TGFB2	TGFbR1_R2	9.267026706369957e-19	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	INS/SST	TGFB2	TGFbR1_R2	7.726898335292923e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	INS/GCG	TGFB2	TGFbR1_R2	7.167062638690146e-19	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	INS/GCG	TGFB2	TGFbR1_R2	3.509181383724459e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	INS/GCG	TGFB2	TGFbR1_R2	6.74896977165694e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	INS/GCG	TGFB2	TGFbR1_R2	7.555999171098866e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	INS/GCG	TGFB2	TGFbR1_R2	9.782785758254669e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	INS/GCG	TGFB2	TGFbR1_R2	9.302704614458447e-19	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	INS/GCG	TGFB2	TGFbR1_R2	1.3342322519935455e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	PPY	TGFB2	TGFbR1_R2	5.8777025160796795e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	PPY	TGFB2	TGFbR1_R2	1.1304185298543474e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	PPY	TGFB2	TGFbR1_R2	1.265591899736715e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	PPY	TGFB2	TGFbR1_R2	1.6385674656843746e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Delta	TGFB2	TGFbR1_R2	3.105938064419367e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Delta	TGFB2	TGFbR1_R2	5.973439334492426e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Delta	TGFB2	TGFbR1_R2	6.687732229828335e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Delta	TGFB2	TGFbR1_R2	8.658636684768353e-18	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Beta	TGFB2	TGFbR1_R2	3.5000434015442226e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Beta	TGFB2	TGFbR1_R2	6.731395312328409e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Beta	TGFB2	TGFbR1_R2	7.536323190231104e-15	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Beta	TGFB2	TGFbR1_R2	9.757311178243872e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	Beta	TGFB2	TGFbR1_R2	9.278480175849893e-18	0.01	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Alpha	TGFB2	TGFbR1_R2	3.100409913467865e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Alpha	TGFB2	TGFbR1_R2	5.962807417932637e-16	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Alpha	TGFB2	TGFbR1_R2	6.675828968229698e-15	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Alpha	TGFB2	TGFbR1_R2	8.643225478995785e-17	0	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	Alpha	TGFB2	TGFbR1_R2	8.21906719968901e-18	0.01	TGFB2_TGFBR1_TGFBR2	TGFB2 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	Immune	TGFB3	TGFbR1_R2	1.8037740611464707e-18	0.01	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Immune	TGFB3	TGFbR1_R2	1.4929587118670635e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Immune	TGFB3	TGFbR1_R2	2.6671322151554913e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Immune	TGFB3	TGFbR1_R2	2.2562845710220675e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Immune	TGFB3	TGFbR1_R2	4.781431388353646e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	Immune	TGFB3	TGFbR1_R2	1.1564742382664228e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	Immune	TGFB3	TGFbR1_R2	2.0714335309034555e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
PPY	Immune	TGFB3	TGFbR1_R2	3.6084466243267895e-19	0.02	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Delta	Immune	TGFB3	TGFbR1_R2	1.8289914388260215e-18	0.02	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	Immune	TGFB3	TGFbR1_R2	2.0922142817373338e-17	0.02	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	Immune	TGFB3	TGFbR1_R2	1.8037100612457125e-17	0.02	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	Duct	TGFB3	TGFbR1_R2	5.354716294020891e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Duct	TGFB3	TGFbR1_R2	4.432024227933545e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Duct	TGFB3	TGFbR1_R2	7.91769692130542e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Duct	TGFB3	TGFbR1_R2	6.698047175882106e-14	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Duct	TGFB3	TGFbR1_R2	1.419424367799815e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	Duct	TGFB3	TGFbR1_R2	3.433130335252249e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	Duct	TGFB3	TGFbR1_R2	6.149295035800904e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
PPY	Duct	TGFB3	TGFbR1_R2	1.0712099897431077e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Delta	Duct	TGFB3	TGFbR1_R2	5.429577057387051e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	Duct	TGFB3	TGFbR1_R2	6.210985148487139e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	Duct	TGFB3	TGFbR1_R2	5.354526302760611e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	Endothelial	TGFB3	TGFbR1_R2	1.9573943980335202e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Endothelial	TGFB3	TGFbR1_R2	1.62010812881597e-14	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Endothelial	TGFB3	TGFbR1_R2	2.894281367294378e-14	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Endothelial	TGFB3	TGFbR1_R2	2.448443446209837e-13	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Endothelial	TGFB3	TGFbR1_R2	5.188647079350322e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	Endothelial	TGFB3	TGFbR1_R2	1.2549665971073169e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	Endothelial	TGFB3	TGFbR1_R2	2.2478493713001608e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
PPY	Endothelial	TGFB3	TGFbR1_R2	3.915763820010664e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Delta	Endothelial	TGFB3	TGFbR1_R2	1.9847594405251907e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	Endothelial	TGFB3	TGFbR1_R2	2.2703999368882537e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	Endothelial	TGFB3	TGFbR1_R2	1.9573249475271004e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	Pericytes	TGFB3	TGFbR1_R2	6.639554910499591e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Pericytes	TGFB3	TGFbR1_R2	5.4954672870853435e-14	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Pericytes	TGFB3	TGFbR1_R2	9.817510505138559e-14	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Pericytes	TGFB3	TGFbR1_R2	8.305211624175502e-13	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Pericytes	TGFB3	TGFbR1_R2	1.7600084698887618e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	Pericytes	TGFB3	TGFbR1_R2	4.256893572747879e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	Pericytes	TGFB3	TGFbR1_R2	7.624789028846666e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
PPY	Pericytes	TGFB3	TGFbR1_R2	1.3282417138607907e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Delta	Pericytes	TGFB3	TGFbR1_R2	6.732378156753639e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	Pericytes	TGFB3	TGFbR1_R2	7.701281389626103e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	Pericytes	TGFB3	TGFbR1_R2	6.639319331774305e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	Acinar	TGFB3	TGFbR1_R2	4.859684758568158e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	Acinar	TGFB3	TGFbR1_R2	4.022293508660036e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	Acinar	TGFB3	TGFbR1_R2	7.185723563901522e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	Acinar	TGFB3	TGFbR1_R2	6.0788277074514435e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	Acinar	TGFB3	TGFbR1_R2	1.2882017622179621e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	Acinar	TGFB3	TGFbR1_R2	3.115745120432024e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	Acinar	TGFB3	TGFbR1_R2	5.580806474242321e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
PPY	Acinar	TGFB3	TGFbR1_R2	9.721790239736626e-19	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Delta	Acinar	TGFB3	TGFbR1_R2	4.927624811925277e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	Acinar	TGFB3	TGFbR1_R2	5.636793474096731e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	Acinar	TGFB3	TGFbR1_R2	4.859512331571435e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	INS/SST	TGFB3	TGFbR1_R2	1.413083556158398e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	INS/SST	TGFB3	TGFbR1_R2	1.1695896128064934e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	INS/SST	TGFB3	TGFbR1_R2	2.089441663760109e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	INS/SST	TGFB3	TGFbR1_R2	1.7675820348312256e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	INS/SST	TGFB3	TGFbR1_R2	3.745791790290204e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	INS/SST	TGFB3	TGFbR1_R2	9.059863784579463e-19	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	INS/SST	TGFB3	TGFbR1_R2	1.6227690170537376e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
PPY	INS/SST	TGFB3	TGFbR1_R2	2.8268710022741965e-19	0.02	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Delta	INS/SST	TGFB3	TGFbR1_R2	1.4328389470883913e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	INS/SST	TGFB3	TGFbR1_R2	1.6390487374025244e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	INS/SST	TGFB3	TGFbR1_R2	1.4130334183887247e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	INS/GCG	TGFB3	TGFbR1_R2	2.0345054731441868e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	INS/GCG	TGFB3	TGFbR1_R2	1.6839318936359303e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	INS/GCG	TGFB3	TGFbR1_R2	3.008300876626033e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	INS/GCG	TGFB3	TGFbR1_R2	2.5448992796113646e-15	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	INS/GCG	TGFB3	TGFbR1_R2	5.393052566064724e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/SST	INS/GCG	TGFB3	TGFbR1_R2	1.3044057002388078e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
INS/GCG	INS/GCG	TGFB3	TGFbR1_R2	2.3364028492555056e-18	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Beta	INS/GCG	TGFB3	TGFbR1_R2	2.3598417888755377e-17	0.02	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Alpha	INS/GCG	TGFB3	TGFbR1_R2	2.0344332866365855e-17	0.02	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Immune	PPY	TGFB3	TGFbR1_R2	3.407694453737696e-19	0.04	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Duct	PPY	TGFB3	TGFbR1_R2	2.8205013209171457e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Endothelial	PPY	TGFB3	TGFbR1_R2	5.038752830986342e-17	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Pericytes	PPY	TGFB3	TGFbR1_R2	4.2625784373367935e-16	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
Acinar	PPY	TGFB3	TGFbR1_R2	9.033092100603937e-19	0	TGFB3_TGFBR1_TGFBR2	TGFB3 - (TGFBR1+TGFBR2)	TGFb	Secreted Signaling	KEGG: hsa04350
