yourlist:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	isomap:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSG00000182220		A0A1C7CYW4	A0A1C7CYW4_HUMAN	unreviewed	ATPase H(+)-transporting lysosomal accessory protein 2 (ATPase H(+)-transporting lysosomal-interacting protein 2) (Renin receptor) (Renin/prorenin receptor)	ATP6AP2	Homo sapiens (Human)	349
ENSG00000182220		B7Z1I9	B7Z1I9_HUMAN	unreviewed	ATPase H(+)-transporting lysosomal accessory protein 2 (ATPase H(+)-transporting lysosomal-interacting protein 2) (Renin receptor) (Renin/prorenin receptor)	ATP6AP2	Homo sapiens (Human)	272
ENSG00000182220		B7Z413	B7Z413_HUMAN	unreviewed	ATPase H(+)-transporting lysosomal accessory protein 2 (ATPase H(+)-transporting lysosomal-interacting protein 2) (Renin receptor) (Renin/prorenin receptor)	ATP6AP2	Homo sapiens (Human)	274
ENSG00000182220		H7C240	H7C240_HUMAN	unreviewed	ATPase H(+)-transporting lysosomal accessory protein 2 (ATPase H(+)-transporting lysosomal-interacting protein 2) (Renin receptor) (Renin/prorenin receptor) (Fragment)	ATP6AP2	Homo sapiens (Human)	128
ENSG00000182220		H7C3E1	H7C3E1_HUMAN	unreviewed	ATPase H(+)-transporting lysosomal accessory protein 2 (ATPase H(+)-transporting lysosomal-interacting protein 2) (Renin receptor) (Renin/prorenin receptor)	ATP6AP2	Homo sapiens (Human)	262
ENSG00000088812	ENSG00000088812 -> O75882-1;O75882-2	O75882	ATRN_HUMAN	reviewed	Attractin (DPPT-L) (Mahogany homolog)	ATRN KIAA0548 MGCA	Homo sapiens (Human)	1429
ENSG00000166148		P37288	V1AR_HUMAN	reviewed	Vasopressin V1a receptor (V1aR) (AVPR V1a) (Antidiuretic hormone receptor 1a) (Vascular/hepatic-type arginine vasopressin receptor)	AVPR1A AVPR1	Homo sapiens (Human)	418
ENSG00000166148		F8VW98	F8VW98_HUMAN	unreviewed	Vasopressin V1a receptor	AVPR1A	Homo sapiens (Human)	186
ENSG00000198049		P47901	V1BR_HUMAN	reviewed	Vasopressin V1b receptor (V1bR) (AVPR V1b) (AVPR V3) (Antidiuretic hormone receptor 1b) (Vasopressin V3 receptor)	AVPR1B AVPR3 VPR3	Homo sapiens (Human)	424
ENSG00000126895	ENSG00000126895 -> P30518-1;P30518-2	P30518	V2R_HUMAN	reviewed	Vasopressin V2 receptor (V2R) (AVPR V2) (Antidiuretic hormone receptor) (Renal-type arginine vasopressin receptor)	AVPR2 ADHR DIR DIR3 V2R	Homo sapiens (Human)	371
ENSG00000126895		C9JV81	C9JV81_HUMAN	unreviewed	Vasopressin V2 receptor (Fragment)	AVPR2	Homo sapiens (Human)	372
ENSG00000126895		F8WET1	F8WET1_HUMAN	unreviewed	Vasopressin V2 receptor	AVPR2	Homo sapiens (Human)	48
ENSG00000167601	ENSG00000167601 -> P30530-1;P30530-2	P30530	UFO_HUMAN	reviewed	Tyrosine-protein kinase receptor UFO (EC 2.7.10.1) (AXL oncogene)	AXL UFO	Homo sapiens (Human)	894
ENSG00000167601		M0R0W6	M0R0W6_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	AXL	Homo sapiens (Human)	626
ENSG00000095739		Q13145	BAMBI_HUMAN	reviewed	BMP and activin membrane-bound inhibitor homolog (Non-metastatic gene A protein) (Putative transmembrane protein NMA)	BAMBI NMA	Homo sapiens (Human)	260
ENSG00000187244		P50895	BCAM_HUMAN	reviewed	Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)	BCAM LU MSK19	Homo sapiens (Human)	628
ENSG00000187244		A0A087WXM8	A0A087WXM8_HUMAN	unreviewed	Basal cell adhesion molecule	BCAM	Homo sapiens (Human)	588
ENSG00000187244		K7ENU8	K7ENU8_HUMAN	unreviewed	Basal cell adhesion molecule (Fragment)	BCAM	Homo sapiens (Human)	286
ENSG00000187244		K7ERB7	K7ERB7_HUMAN	unreviewed	Basal cell adhesion molecule (Fragment)	BCAM	Homo sapiens (Human)	61
ENSG00000100739		P46663	BKRB1_HUMAN	reviewed	B1 bradykinin receptor (B1R) (BK-1 receptor)	BDKRB1 BRADYB1	Homo sapiens (Human)	353
ENSG00000100739		G3V4Y2	G3V4Y2_HUMAN	unreviewed	B1 bradykinin receptor	BDKRB1	Homo sapiens (Human)	284
ENSG00000168398	ENSG00000168398 -> P30411-1;P30411-2	P30411	BKRB2_HUMAN	reviewed	B2 bradykinin receptor (B2R) (BK-2 receptor)	BDKRB2 BKR2	Homo sapiens (Human)	391
ENSG00000107779		P36894	BMR1A_HUMAN	reviewed	Bone morphogenetic protein receptor type-1A (BMP type-1A receptor) (BMPR-1A) (EC 2.7.11.30) (Activin receptor-like kinase 3) (ALK-3) (Serine/threonine-protein kinase receptor R5) (SKR5) (CD antigen CD292)	BMPR1A ACVRLK3 ALK3	Homo sapiens (Human)	532
ENSG00000107779		A0A087X0P8	A0A087X0P8_HUMAN	unreviewed	Bone morphogenetic protein receptor type-1A (Fragment)	BMPR1A	Homo sapiens (Human)	41
ENSG00000138696	ENSG00000138696 -> O00238-1;O00238-2	O00238	BMR1B_HUMAN	reviewed	Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293)	BMPR1B	Homo sapiens (Human)	502
ENSG00000138696		D6RGW8	D6RGW8_HUMAN	unreviewed	Bone morphogenetic protein receptor type-1B (Fragment)	BMPR1B	Homo sapiens (Human)	125
ENSG00000204217	ENSG00000204217 -> Q13873-1;Q13873-2	Q13873	BMPR2_HUMAN	reviewed	Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (EC 2.7.11.30) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II)	BMPR2 PPH1	Homo sapiens (Human)	1038
ENSG00000204217		A0A1W2PPB5	A0A1W2PPB5_HUMAN	unreviewed	Serine/threonine-protein kinase receptor (EC 2.7.11.30)	BMPR2	Homo sapiens (Human)	505
ENSG00000144857	ENSG00000144857 -> Q9BWV1-1;Q9BWV1-3	Q9BWV1	BOC_HUMAN	reviewed	Brother of CDO (Protein BOC)	BOC UNQ604/PRO1190	Homo sapiens (Human)	1114
ENSG00000144857		C9J2L7	C9J2L7_HUMAN	unreviewed	Brother of CDO (Fragment)	BOC	Homo sapiens (Human)	84
ENSG00000144857		C9J7V2	C9J7V2_HUMAN	unreviewed	Brother of CDO (Fragment)	BOC	Homo sapiens (Human)	32
ENSG00000144857		C9J9M5	C9J9M5_HUMAN	unreviewed	Brother of CDO (Fragment)	BOC	Homo sapiens (Human)	21
ENSG00000144857		C9JZ38	C9JZ38_HUMAN	unreviewed	Brother of CDO (Fragment)	BOC	Homo sapiens (Human)	65
ENSG00000144857		H7C4U8	H7C4U8_HUMAN	unreviewed	Brother of CDO (Fragment)	BOC	Homo sapiens (Human)	39
ENSG00000144857		H7C5J2	H7C5J2_HUMAN	unreviewed	Brother of CDO (Fragment)	BOC	Homo sapiens (Human)	84
ENSG00000144857		Q96DN7	Q96DN7_HUMAN	unreviewed	BOC protein (Boc homolog (Mouse), isoform CRA_b) (Brother of CDO) (cDNA FLJ31797 fis, clone NT2RI2008942, weakly similar to NEURAL CELL ADHESION MOLECULE L1)	BOC hCG_17534	Homo sapiens (Human)	157
ENSG00000102239		P32247	BRS3_HUMAN	reviewed	Bombesin receptor subtype-3 (BRS-3)	BRS3	Homo sapiens (Human)	399
ENSG00000171860		Q16581	C3AR_HUMAN	reviewed	C3a anaphylatoxin chemotactic receptor (C3AR) (C3a-R)	C3AR1 AZ3B C3R1 HNFAG09	Homo sapiens (Human)	482
ENSG00000171860		F5GZE6	F5GZE6_HUMAN	unreviewed	C3a anaphylatoxin chemotactic receptor (Fragment)	C3AR1	Homo sapiens (Human)	146
ENSG00000197405		P21730	C5AR1_HUMAN	reviewed	C5a anaphylatoxin chemotactic receptor 1 (C5a anaphylatoxin chemotactic receptor) (C5a-R) (C5aR) (CD antigen CD88)	C5AR1 C5AR C5R1	Homo sapiens (Human)	350
ENSG00000197405		M0QZK7	M0QZK7_HUMAN	unreviewed	C5a anaphylatoxin chemotactic receptor 1 (Fragment)	C5AR1	Homo sapiens (Human)	17
ENSG00000134830		Q9P296	C5AR2_HUMAN	reviewed	C5a anaphylatoxin chemotactic receptor 2 (Complement component 5a receptor 2) (G-protein coupled receptor 77)	C5AR2 C5L2 GPR77	Homo sapiens (Human)	337
ENSG00000158966	ENSG00000158966 -> Q5VU97-1	Q5VU97	CAHD1_HUMAN	reviewed	VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1)	CACHD1 KIAA1573 VWCD1	Homo sapiens (Human)	1274
ENSG00000158966		A0A0A0MQY7	A0A0A0MQY7_HUMAN	unreviewed	VWFA and cache domain-containing protein 1	CACHD1	Homo sapiens (Human)	1223
ENSG00000158966		A0A3B3ISH2	A0A3B3ISH2_HUMAN	unreviewed	VWFA and cache domain-containing protein 1	CACHD1	Homo sapiens (Human)	1140
ENSG00000285479,ENSG00000151067	ENSG00000151067 -> Q13936-11;Q13936-12;Q13936-13;Q13936-14;Q13936-15;Q13936-20;Q13936-21;Q13936-22;Q13936-23;Q13936-24;Q13936-25;Q13936-27;Q13936-29;Q13936-30;Q13936-31;Q13936-32;Q13936-37,ENSG00000285479 -> Q13936-11;Q13936-12;Q13936-13;Q13936-14;Q13936-15;Q13936-20;Q13936-21;Q13936-22;Q13936-23;Q13936-24;Q13936-25;Q13936-27;Q13936-29;Q13936-30;Q13936-31;Q13936-32;Q13936-37	Q13936	CAC1C_HUMAN	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1	Homo sapiens (Human)	2221
ENSG00000151067		A0A087WUX4	A0A087WUX4_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha-1C (Fragment)	CACNA1C	Homo sapiens (Human)	243
ENSG00000151067		A0A0A0MR67	A0A0A0MR67_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	CACNA1C	Homo sapiens (Human)	2173
ENSG00000151067		A0A0A0MSA1	A0A0A0MSA1_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	CACNA1C	Homo sapiens (Human)	2173
ENSG00000151067		A0A5F9ZHD9	A0A5F9ZHD9_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha-1C	CACNA1C	Homo sapiens (Human)	125
ENSG00000151067		E9PDI6	E9PDI6_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	CACNA1C	Homo sapiens (Human)	2209
ENSG00000151067		F5GY28	F5GY28_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	CACNA1C	Homo sapiens (Human)	2209
ENSG00000151067		F5H0X0	F5H0X0_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha-1C (Fragment)	CACNA1C	Homo sapiens (Human)	100
ENSG00000151067		F5H522	F5H522_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	CACNA1C	Homo sapiens (Human)	2163
ENSG00000151067		F5H638	F5H638_HUMAN	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	CACNA1C	Homo sapiens (Human)	371
ENSG00000004948	ENSG00000004948 -> P30988-5;P30988-6	P30988	CALCR_HUMAN	reviewed	Calcitonin receptor (CT-R)	CALCR	Homo sapiens (Human)	474
ENSG00000004948		A0A0A0MSQ7	A0A0A0MSQ7_HUMAN	unreviewed	Calcitonin receptor	CALCR hCG_17248	Homo sapiens (Human)	490
ENSG00000004948		A0A0C4DG16	A0A0C4DG16_HUMAN	unreviewed	Calcitonin receptor	CALCR	Homo sapiens (Human)	474
ENSG00000064989		Q16602	CALRL_HUMAN	reviewed	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)	CALCRL CGRPR	Homo sapiens (Human)	461
ENSG00000064989		B8ZZJ4	B8ZZJ4_HUMAN	unreviewed	Calcitonin gene-related peptide type 1 receptor (Fragment)	CALCRL	Homo sapiens (Human)	37
ENSG00000064989		E7EN01	E7EN01_HUMAN	unreviewed	Calcitonin gene-related peptide type 1 receptor (Fragment)	CALCRL	Homo sapiens (Human)	77
ENSG00000283777,ENSG00000127022	ENSG00000127022 -> P27824-1;P27824-3,ENSG00000283777 -> P27824-1	P27824	CALX_HUMAN	reviewed	Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90)	CANX	Homo sapiens (Human)	592
ENSG00000127022		A0A7P0T840	A0A7P0T840_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	600
ENSG00000127022		A0A7P0T8G1	A0A7P0T8G1_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	550
ENSG00000127022		A0A7P0T8N1	A0A7P0T8N1_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	198
ENSG00000127022		A0A7P0T937	A0A7P0T937_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	591
ENSG00000127022		A0A7P0T9L0	A0A7P0T9L0_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	550
ENSG00000127022		A0A7P0T9S1	A0A7P0T9S1_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	58
ENSG00000127022		A0A7P0T9S4	A0A7P0T9S4_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	69
ENSG00000127022		A0A7P0TA04	A0A7P0TA04_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	61
ENSG00000127022		A0A7P0TAE9	A0A7P0TAE9_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	626
ENSG00000127022		A0A7P0TAN9	A0A7P0TAN9_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	210
ENSG00000127022		A0A7P0TAR9	A0A7P0TAR9_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	425
ENSG00000127022		A0A7P0TB65	A0A7P0TB65_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	590
ENSG00000127022		A0A7P0Z484	A0A7P0Z484_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	520
ENSG00000127022		A0A7P0Z4D6	A0A7P0Z4D6_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	471
ENSG00000127022		A0A7P0Z4H2	A0A7P0Z4H2_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	244
ENSG00000127022		D6RAQ8	D6RAQ8_HUMAN	unreviewed	Calnexin (Fragment)	CANX	Homo sapiens (Human)	107
ENSG00000127022		D6RAU8	D6RAU8_HUMAN	unreviewed	Calnexin (Fragment)	CANX	Homo sapiens (Human)	134
ENSG00000127022		D6RD16	D6RD16_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	96
ENSG00000127022		D6RFL1	D6RFL1_HUMAN	unreviewed	Calnexin (Fragment)	CANX	Homo sapiens (Human)	131
ENSG00000127022		D6RFW4	D6RFW4_HUMAN	unreviewed	Calnexin (Fragment)	CANX	Homo sapiens (Human)	32
ENSG00000127022		D6RGY2	D6RGY2_HUMAN	unreviewed	Calnexin	CANX	Homo sapiens (Human)	528
ENSG00000175294		Q8NEC5	CTSR1_HUMAN	reviewed	Cation channel sperm-associated protein 1 (CatSper1) (hCatSper)	CATSPER1	Homo sapiens (Human)	780
ENSG00000105974	ENSG00000105974 -> Q03135-1;Q03135-2	Q03135	CAV1_HUMAN	reviewed	Caveolin-1	CAV1 CAV	Homo sapiens (Human)	178
ENSG00000105974		A0A7P0YWJ6	A0A7P0YWJ6_HUMAN	unreviewed	Caveolin-1	CAV1	Homo sapiens (Human)	115
ENSG00000105974		C9JKI3	C9JKI3_HUMAN	unreviewed	Caveolin (Fragment)	CAV1	Homo sapiens (Human)	138
ENSG00000105974		E9PCT5	E9PCT5_HUMAN	unreviewed	Caveolin	CAV1	Homo sapiens (Human)	167
ENSG00000105974		F8WDM7	F8WDM7_HUMAN	unreviewed	Caveolin-1	CAV1	Homo sapiens (Human)	86
ENSG00000163394		P32238	CCKAR_HUMAN	reviewed	Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R)	CCKAR CCKRA	Homo sapiens (Human)	428
ENSG00000110148	ENSG00000110148 -> P32239-1;P32239-2	P32239	GASR_HUMAN	reviewed	Gastrin/cholecystokinin type B receptor (CCK-B receptor) (CCK-BR) (Cholecystokinin-2 receptor) (CCK2-R)	CCKBR CCKRB	Homo sapiens (Human)	447
ENSG00000110148		E9PIC8	E9PIC8_HUMAN	unreviewed	Cholecystokinin-2 receptor (Gastrin/cholecystokinin type B receptor)	CCKBR	Homo sapiens (Human)	363
ENSG00000110148		E9PJ49	E9PJ49_HUMAN	unreviewed	Gastrin/cholecystokinin type B receptor	CCKBR	Homo sapiens (Human)	87
ENSG00000110148		E9PPL7	E9PPL7_HUMAN	unreviewed	Gastrin/cholecystokinin type B receptor	CCKBR	Homo sapiens (Human)	136
ENSG00000163823		P32246	CCR1_HUMAN	reviewed	C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (HM145) (LD78 receptor) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191)	CCR1 CMKBR1 CMKR1 SCYAR1	Homo sapiens (Human)	355
ENSG00000184451		P46092	CCR10_HUMAN	reviewed	C-C chemokine receptor type 10 (C-C CKR-10) (CC-CKR-10) (CCR-10) (G-protein coupled receptor 2)	CCR10 GPR2	Homo sapiens (Human)	362
ENSG00000184451		K7EPC9	K7EPC9_HUMAN	unreviewed	C-C chemokine receptor type 10 (Fragment)	CCR10	Homo sapiens (Human)	83
ENSG00000184451		K7ER70	K7ER70_HUMAN	unreviewed	C-C chemokine receptor type 10	CCR10	Homo sapiens (Human)	140
ENSG00000121807	ENSG00000121807 -> P41597-1;P41597-2	P41597	CCR2_HUMAN	reviewed	C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD antigen CD192)	CCR2 CMKBR2	Homo sapiens (Human)	374
ENSG00000121807		E9PH76	E9PH76_HUMAN	unreviewed	C-C chemokine receptor type 2 (Fragment)	CCR2	Homo sapiens (Human)	121
ENSG00000183625	ENSG00000183625 -> P51677-1;P51677-2	P51677	CCR3_HUMAN	reviewed	C-C chemokine receptor type 3 (C C CKR3) (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR 3) (CKR3) (Eosinophil eotaxin receptor) (CD antigen CD193)	CCR3 CMKBR3	Homo sapiens (Human)	355
ENSG00000183625		Q8TDP4	Q8TDP4_HUMAN	unreviewed	C-C chemokine receptor type 3 (CC chemokine receptor 3) (Fragment)	CCR3	Homo sapiens (Human)	21
ENSG00000183625		Q8TDP5	Q8TDP5_HUMAN	unreviewed	C-C chemokine receptor type 3 (CC chemokine receptor 3) (Fragment)	CCR3	Homo sapiens (Human)	80
ENSG00000183813		P51679	CCR4_HUMAN	reviewed	C-C chemokine receptor type 4 (C-C CKR-4) (CC-CKR-4) (CCR-4) (CCR4) (K5-5) (CD antigen CD194)	CCR4 CMKBR4	Homo sapiens (Human)	360
ENSG00000160791		P51681	CCR5_HUMAN	reviewed	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)	CCR5 CMKBR5	Homo sapiens (Human)	352
ENSG00000112486		P51684	CCR6_HUMAN	reviewed	C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (Chemokine receptor-like 3) (CKR-L3) (DRY6) (G-protein coupled receptor 29) (GPR-CY4) (GPRCY4) (LARC receptor) (CD antigen CD196)	CCR6 CKRL3 CMKBR6 GPR29 STRL22	Homo sapiens (Human)	374
ENSG00000126353		P32248	CCR7_HUMAN	reviewed	C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197)	CCR7 CMKBR7 EBI1 EVI1	Homo sapiens (Human)	378
ENSG00000126353		J3KSS9	J3KSS9_HUMAN	unreviewed	C-C chemokine receptor type 7	CCR7	Homo sapiens (Human)	372
ENSG00000126353		J3KTN5	J3KTN5_HUMAN	unreviewed	C-C chemokine receptor type 7 (Fragment)	CCR7	Homo sapiens (Human)	199
ENSG00000179934	ENSG00000179934 -> P51685-1	P51685	CCR8_HUMAN	reviewed	C-C chemokine receptor type 8 (C-C CKR-8) (CC-CKR-8) (CCR-8) (CC chemokine receptor CHEMR1) (CMKBRL2) (Chemokine receptor-like 1) (CKR-L1) (GPR-CY6) (GPRCY6) (TER1) (CD antigen CDw198)	CCR8 CKRL1 CMKBR8 CMKBRL2	Homo sapiens (Human)	355
ENSG00000179934		C9JIP9	C9JIP9_HUMAN	unreviewed	C-C chemokine receptor type 8	CCR8	Homo sapiens (Human)	118
ENSG00000173585	ENSG00000173585 -> P51686-1;P51686-2	P51686	CCR9_HUMAN	reviewed	C-C chemokine receptor type 9 (C-C CKR-9) (CC-CKR-9) (CCR-9) (G-protein coupled receptor 28) (GPR-9-6) (CD antigen CDw199)	CCR9 GPR28	Homo sapiens (Human)	369
ENSG00000173585		C9JWC0	C9JWC0_HUMAN	unreviewed	C-C chemokine receptor type 9	CCR9	Homo sapiens (Human)	107
ENSG00000121797	ENSG00000121797 -> O00421-1;O00421-2	O00421	CCRL2_HUMAN	reviewed	C-C chemokine receptor-like 2 (Chemokine receptor CCR11) (Chemokine receptor X) (Putative MCP-1 chemokine receptor)	CCRL2 CCR11 CCR6 CKRX CRAM HCR	Homo sapiens (Human)	344
ENSG00000121797		C9JP23	C9JP23_HUMAN	unreviewed	C-C chemokine receptor-like 2 (Fragment)	CCRL2	Homo sapiens (Human)	217
ENSG00000156535	ENSG00000156535 -> Q6YHK3-1;Q6YHK3-2;Q6YHK3-4	Q6YHK3	CD109_HUMAN	reviewed	CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)	CD109 CPAMD7	Homo sapiens (Human)	1445
ENSG00000177697		P48509	CD151_HUMAN	reviewed	CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (Tetraspanin-24) (Tspan-24) (CD antigen CD151)	CD151 TSPAN24	Homo sapiens (Human)	253
ENSG00000177697		E9PJC8	E9PJC8_HUMAN	unreviewed	Tetraspanin (Fragment)	CD151	Homo sapiens (Human)	170
ENSG00000177697		E9PJE8	E9PJE8_HUMAN	unreviewed	CD151 antigen (Fragment)	CD151	Homo sapiens (Human)	90
ENSG00000177697		E9PK37	E9PK37_HUMAN	unreviewed	CD151 antigen (Fragment)	CD151	Homo sapiens (Human)	79
ENSG00000177697		E9PLZ6	E9PLZ6_HUMAN	unreviewed	Tetraspanin (Fragment)	CD151	Homo sapiens (Human)	176
ENSG00000177697		E9PMR4	E9PMR4_HUMAN	unreviewed	Tetraspanin	CD151	Homo sapiens (Human)	251
ENSG00000177697		E9PP93	E9PP93_HUMAN	unreviewed	CD151 antigen (Fragment)	CD151	Homo sapiens (Human)	64
ENSG00000177697		E9PRJ3	E9PRJ3_HUMAN	unreviewed	Tetraspanin (Fragment)	CD151	Homo sapiens (Human)	178
ENSG00000177697		E9PSA1	E9PSA1_HUMAN	unreviewed	CD151 antigen (Fragment)	CD151	Homo sapiens (Human)	82
ENSG00000177697		K4DIA7	K4DIA7_HUMAN	unreviewed	Tetraspanin (Fragment)	CD151	Homo sapiens (Human)	230
ENSG00000177697		K4DIB7	K4DIB7_HUMAN	unreviewed	Tetraspanin (Fragment)	CD151	Homo sapiens (Human)	180
ENSG00000204936	ENSG00000204936 -> Q8N6Q3-3	Q8N6Q3	CD177_HUMAN	reviewed	CD177 antigen (Human neutrophil alloantigen 2a) (HNA-2a) (NB1 glycoprotein) (NB1 GP) (Polycythemia rubra vera protein 1) (PRV-1) (CD antigen CD177)	CD177 NB1 PRV1 UNQ595/PRO1181	Homo sapiens (Human)	437
ENSG00000204936		A0A087WVM2	A0A087WVM2_HUMAN	unreviewed	CD177 antigen	CD177	Homo sapiens (Human)	437
ENSG00000204936		A0A087X113	A0A087X113_HUMAN	unreviewed	CD177 antigen	CD177	Homo sapiens (Human)	139
ENSG00000134061		Q99467	CD180_HUMAN	reviewed	CD180 antigen (Lymphocyte antigen 64) (Radioprotective 105 kDa protein) (CD antigen CD180)	CD180 LY64 RP105	Homo sapiens (Human)	661
ENSG00000177455	ENSG00000177455 -> P15391-1;P15391-2	P15391	CD19_HUMAN	reviewed	B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19)	CD19	Homo sapiens (Human)	556
ENSG00000158477		P06126	CD1A_HUMAN	reviewed	T-cell surface glycoprotein CD1a (T-cell surface antigen T6/Leu-6) (hTa1 thymocyte antigen) (CD antigen CD1a)	CD1A	Homo sapiens (Human)	327
ENSG00000158485	ENSG00000158485 -> P29016-1	P29016	CD1B_HUMAN	reviewed	T-cell surface glycoprotein CD1b (CD antigen CD1b)	CD1B	Homo sapiens (Human)	333
ENSG00000158485		H7C0I2	H7C0I2_HUMAN	unreviewed	T-cell surface glycoprotein CD1b (Fragment)	CD1B	Homo sapiens (Human)	246
ENSG00000198821	ENSG00000198821 -> P20963-1;P20963-3	P20963	CD3Z_HUMAN	reviewed	T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247)	CD247 CD3Z T3Z TCRZ	Homo sapiens (Human)	164
ENSG00000139193		P26842	CD27_HUMAN	reviewed	CD27 antigen (CD27L receptor) (T-cell activation antigen CD27) (T14) (Tumor necrosis factor receptor superfamily member 7) (CD antigen CD27)	CD27 TNFRSF7	Homo sapiens (Human)	260
ENSG00000178562	ENSG00000178562 -> P10747-1;P10747-2;P10747-7	P10747	CD28_HUMAN	reviewed	T-cell-specific surface glycoprotein CD28 (TP44) (CD antigen CD28)	CD28	Homo sapiens (Human)	220
ENSG00000135218	ENSG00000135218 -> P16671-1;P16671-2;P16671-3;P16671-4	P16671	CD36_HUMAN	reviewed	Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36)	CD36 GP3B GP4	Homo sapiens (Human)	472
ENSG00000135218		E7ERZ9	E7ERZ9_HUMAN	unreviewed	Glycoprotein IIIb (PAS IV) (PAS-4) (Platelet glycoprotein 4) (Platelet glycoprotein IV) (Fragment)	CD36	Homo sapiens (Human)	143
ENSG00000135218		E7EU05	E7EU05_HUMAN	unreviewed	Glycoprotein IIIb (PAS IV) (PAS-4) (Platelet glycoprotein 4) (Platelet glycoprotein IV) (Fragment)	CD36	Homo sapiens (Human)	463
