ApprovedSymbol	Type	uniprot_gn_id	ensembl_gene_id	hgnc_symbol	gene_biotype	description	mean_tpm
NPY1R	receptor	P25929	ENSG00000164128	NPY1R	protein_coding	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]	2.147947130938459
NPY2R	receptor	P49146	ENSG00000185149	NPY2R	protein_coding	neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]	0.01045344382022472
NPY4R	receptor	P50391	ENSG00000204174	NPY4R	protein_coding	neuropeptide Y receptor Y4 [Source:HGNC Symbol;Acc:HGNC:9329]	0.03590674393258427
NPY5R	receptor	Q15761	ENSG00000164129	NPY5R	protein_coding	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:HGNC:7958]	0.25082452224719104
NRCAM	receptor	Q92823	ENSG00000091129	NRCAM	protein_coding	neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994]	45.23182080655899
NRP1	receptor	O14786	ENSG00000099250	NRP1	protein_coding	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]	69.38980403365409
NRP2	receptor	O60462	ENSG00000118257	NRP2	protein_coding	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]	18.07795388202247
NRSN1	receptor	Q8IZ57	ENSG00000152954	NRSN1	protein_coding	neurensin 1 [Source:HGNC Symbol;Acc:HGNC:17881]	3.1767263611701515
NRXN1	receptor	P58400	ENSG00000179915	NRXN1	protein_coding	neurexin 1 [Source:HGNC Symbol;Acc:HGNC:8008]	17.03422424263615
NRXN2	receptor	P58401	ENSG00000110076	NRXN2	protein_coding	neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]	0.5776350739563739
NRXN3	receptor	Q9HDB5	ENSG00000021645	NRXN3	protein_coding	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]	1.323040111919101
NT5E	receptor	P21589	ENSG00000135318	NT5E	protein_coding	5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]	13.560058891011236
NTRK1	receptor	P04629	ENSG00000198400	NTRK1	protein_coding	neurotrophic receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:8031]	0.23061450298876404
NTRK2	receptor	Q16620	ENSG00000148053	NTRK2	protein_coding	neurotrophic receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:8032]	0.029588929858438202
NTRK3	receptor	Q16288	ENSG00000140538	NTRK3	protein_coding	neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]	0.1448617148108552
NTSR1	receptor	P30989	ENSG00000101188	NTSR1	protein_coding	neurotensin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8039]	0.009852868539325843
NTSR2	receptor	O95665	ENSG00000169006	NTSR2	protein_coding	neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040]	0.004747443820224719
OCLN	receptor	Q16625	ENSG00000273814	OCLN	protein_coding	occludin [Source:HGNC Symbol;Acc:HGNC:8104]	23.33710102933056
OCLN	receptor	Q16625	ENSG00000197822	OCLN	protein_coding	occludin [Source:HGNC Symbol;Acc:HGNC:8104]	29.558901111086403
OGFR	receptor	Q9NZT2	ENSG00000060491	OGFR	protein_coding	opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]	5.709952374101124
OLR1	receptor	P78380	ENSG00000173391	OLR1	protein_coding	oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]	2.55188504242708
OPRD1	receptor	P41143	ENSG00000116329	OPRD1	protein_coding	opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]	1.7117591123595506
OPRK1	receptor	P41145	ENSG00000082556	OPRK1	protein_coding	opioid receptor kappa 1 [Source:HGNC Symbol;Acc:HGNC:8154]	0.03796567483595505
OPRL1	receptor	P41146	ENSG00000277044	OPRL1	protein_coding	opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]	0.05448013941253932
OPRL1	receptor	P41146	ENSG00000125510	OPRL1	protein_coding	opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]	0.03984521838865169
OPRM1	receptor	P35372	ENSG00000112038	OPRM1	protein_coding	opioid receptor mu 1 [Source:HGNC Symbol;Acc:HGNC:8156]	0.4260654508632045
OR1E1	receptor	P30953	ENSG00000180016	OR1E1	protein_coding	olfactory receptor family 1 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:8189]	0.0043271932584269665
OR1G1	receptor	P47890	ENSG00000183024	OR1G1	protein_coding	olfactory receptor family 1 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:8204]	NA
ORAI2	receptor	Q96SN7	ENSG00000160991	ORAI2	protein_coding	ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]	0.13553973201431263
OSMR	receptor	Q99650	ENSG00000145623	OSMR	protein_coding	oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]	39.755821061797754
OXTR	receptor	P30559	ENSG00000180914	OXTR	protein_coding	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]	0.20703543370786517
P2RX7	receptor	Q99572	ENSG00000089041	P2RX7	protein_coding	purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537]	1.041161517590509
P2RY12	receptor	Q9H244	ENSG00000169313	P2RY12	protein_coding	purinergic receptor P2Y12 [Source:HGNC Symbol;Acc:HGNC:18124]	0.021740569662921348
P2RY14	receptor	Q15391	ENSG00000174944	P2RY14	protein_coding	purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442]	0.07728679325842697
PDGFRA	receptor	P16234	ENSG00000134853	PDGFRA	protein_coding	platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]	8.77504118092193
PDGFRB	receptor	P09619	ENSG00000113721	PDGFRB	protein_coding	platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]	116.68317609619999
PECAM1	receptor	P16284	ENSG00000261371	PECAM1	protein_coding	platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	49.553760785798715
PGRMC1	receptor	O00264	ENSG00000101856	PGRMC1	protein_coding	progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]	73.83584349438202
PHEX	receptor	P78562	ENSG00000102174	PHEX	protein_coding	phosphate regulating endopeptidase homolog X-linked [Source:HGNC Symbol;Acc:HGNC:8918]	0.40003367415730334
PLA2R1	receptor	Q13018	ENSG00000153246	PLA2R1	protein_coding	phospholipase A2 receptor 1 [Source:HGNC Symbol;Acc:HGNC:9042]	0.8165291415730337
PLAUR	receptor	Q03405	ENSG00000011422	PLAUR	protein_coding	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]	39.600878161981214
PLD2	receptor	O14939	ENSG00000129219	PLD2	protein_coding	phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]	8.336444491340094
PLGRKT	receptor	Q9HBL7	ENSG00000107020	PLGRKT	protein_coding	plasminogen receptor with a C-terminal lysine [Source:HGNC Symbol;Acc:HGNC:23633]	26.95441985393258
PLSCR4	receptor	Q9NRQ2	ENSG00000114698	PLSCR4	protein_coding	phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]	19.610157393896102
PLXNA1	receptor	Q9UIW2	ENSG00000114554	PLXNA1	protein_coding	plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]	4.167382297752809
PLXNA2	receptor	O75051	ENSG00000076356	PLXNA2	protein_coding	plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]	11.311492853932585
PLXNA3	receptor	P51805	NA	NA	NA	NA	NA
PLXNA4	receptor	Q9HCM2	ENSG00000221866	PLXNA4	protein_coding	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]	0.2569133753932584
PLXNB1	receptor	O43157	ENSG00000164050	PLXNB1	protein_coding	plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]	23.336914722561414
PLXNB2	receptor	O15031	ENSG00000196576	PLXNB2	protein_coding	plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]	42.68076745360423
PLXNB3	receptor	Q9ULL4	ENSG00000198753	PLXNB3	protein_coding	plexin B3 [Source:HGNC Symbol;Acc:HGNC:9105]	1.7895908183146068
PLXNC1	receptor	O60486	ENSG00000136040	PLXNC1	protein_coding	plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]	8.407608881545901
PLXND1	receptor	Q9Y4D7	ENSG00000004399	PLXND1	protein_coding	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	31.575902498985403
PRLHR	receptor	P49683	ENSG00000119973	PRLHR	protein_coding	prolactin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4464]	0.7816382179775281
PRLR	receptor	P16471	ENSG00000113494	PRLR	protein_coding	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]	3.138280481718296
PROCR	receptor	Q9UNN8	ENSG00000101000	PROCR	protein_coding	protein C receptor [Source:HGNC Symbol;Acc:HGNC:9452]	17.254447898876407
PROKR1	receptor	Q8TCW9	ENSG00000169618	PROKR1	protein_coding	prokineticin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4524]	0.013533243033707865
PROKR2	receptor	Q8NFJ6	ENSG00000101292	PROKR2	protein_coding	prokineticin receptor 2 [Source:HGNC Symbol;Acc:HGNC:15836]	NA
PTCH1	receptor	Q13635	ENSG00000185920	PTCH1	protein_coding	patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]	7.963540944361427
PTCH2	receptor	Q9Y6C5	ENSG00000117425	PTCH2	protein_coding	patched 2 [Source:HGNC Symbol;Acc:HGNC:9586]	0.31005962419145644
PTGDR	receptor	Q13258	ENSG00000168229	PTGDR	protein_coding	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]	0.2140568875101245
PTGDR2	receptor	Q9Y5Y4	ENSG00000183134	PTGDR2	protein_coding	prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:HGNC:4502]	4.494757865168539
PTGIR	receptor	P43119	ENSG00000160013	PTGIR	protein_coding	prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]	0.826797239770873
PTH1R	receptor	Q03431	ENSG00000160801	PTH1R	protein_coding	parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]	0.14761361191011235
PTH2R	receptor	P49190	ENSG00000144407	PTH2R	protein_coding	parathyroid hormone 2 receptor [Source:HGNC Symbol;Acc:HGNC:9609]	5.923071985393258
PTPRA	receptor	P18433	ENSG00000132670	PTPRA	protein_coding	protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]	47.66123901393337
PTPRB	receptor	P23467	ENSG00000127329	PTPRB	protein_coding	protein tyrosine phosphatase receptor type B [Source:HGNC Symbol;Acc:HGNC:9665]	2.648882134537575
PTPRD	receptor	P23468	ENSG00000282932	PTPRD	protein_coding	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]	2.2520345263187522
PTPRD	receptor	P23468	ENSG00000153707	PTPRD	protein_coding	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]	1.9265012376929094
PTPRF	receptor	P10586	ENSG00000142949	PTPRF	protein_coding	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]	114.99754383742716
PTPRG	receptor	P23470	ENSG00000144724	PTPRG	protein_coding	protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	8.087965111516853
PTPRM	receptor	P28827	ENSG00000173482	PTPRM	protein_coding	protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675]	38.764304332402375
PTPRS	receptor	Q13332	ENSG00000105426	PTPRS	protein_coding	protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]	5.933426774034899
PTPRU	receptor	Q92729	ENSG00000060656	PTPRU	protein_coding	protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]	7.742003307172036
PTPRZ1	receptor	P23471	ENSG00000106278	PTPRZ1	protein_coding	protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]	1.4120416826994533
PVR	receptor	P15151	NA	NA	NA	NA	NA
PVRL1	receptor	Q15223	ENSG00000110400	NECTIN1	protein_coding	nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]	20.346771044943818
PVRL2	receptor	Q92692	ENSG00000130202	NECTIN2	protein_coding	nectin cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:9707]	51.833495687697756
PVRL3	receptor	Q9NQS3	ENSG00000177707	NECTIN3	protein_coding	nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]	38.44965908110579
PVRL4	receptor	Q96NY8	ENSG00000143217	NECTIN4	protein_coding	nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]	13.147108370786516
QRFPR	receptor	Q96P65	ENSG00000186867	QRFPR	protein_coding	pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:HGNC:15565]	0.02045666449438202
RAMP1	receptor	O60894	ENSG00000132329	RAMP1	protein_coding	receptor activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843]	5.494869287646528
RAMP2	receptor	O60895	ENSG00000131477	RAMP2	protein_coding	receptor activity modifying protein 2 [Source:HGNC Symbol;Acc:HGNC:9844]	6.082773315428657
RAMP3	receptor	O60896	ENSG00000122679	RAMP3	protein_coding	receptor activity modifying protein 3 [Source:HGNC Symbol;Acc:HGNC:9845]	0.918932201206045
RET	receptor	P07949	ENSG00000165731	RET	protein_coding	ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]	0.4852112288754032
RHAG	receptor	Q02094	ENSG00000112077	RHAG	protein_coding	Rh associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006]	0.10170343258426967
RHBDL2	receptor	Q9NX52	ENSG00000158315	RHBDL2	protein_coding	rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083]	1.9863751208090483
ROBO1	receptor	Q9Y6N7	ENSG00000169855	ROBO1	protein_coding	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	22.7372383679989
ROBO2	receptor	Q9HCK4	ENSG00000185008	ROBO2	protein_coding	roundabout guidance receptor 2 [Source:HGNC Symbol;Acc:HGNC:10250]	19.945547898613942
ROBO3	receptor	Q96MS0	ENSG00000154134	ROBO3	protein_coding	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]	0.799382592958963
ROBO4	receptor	Q8WZ75	ENSG00000154133	ROBO4	protein_coding	roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985]	2.4035911924528093
ROR1	receptor	Q01973	ENSG00000185483	ROR1	protein_coding	receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]	11.943486732033184
ROR2	receptor	Q01974	ENSG00000169071	ROR2	protein_coding	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	1.1973138267974537
RPSA	receptor	P08865	ENSG00000168028	RPSA	protein_coding	ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]	1311.9969141573329
RTN4R	receptor	Q9BZR6	ENSG00000040608	RTN4R	protein_coding	reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]	0.13351168651685394
RTN4RL1	receptor	Q86UN2	ENSG00000185924	RTN4RL1	protein_coding	reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]	1.4804942359550561
RXFP1	receptor	Q9HBX9	ENSG00000171509	RXFP1	protein_coding	relaxin family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]	0.028443153483146067
RXFP2	receptor	Q8WXD0	ENSG00000133105	RXFP2	protein_coding	relaxin family peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:17318]	0.0016103921348314607
RXFP3	receptor	Q9NSD7	ENSG00000277069	RXFP3	protein_coding	relaxin family peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:24883]	0.0024220716853932582
RXFP3	receptor	Q9NSD7	ENSG00000182631	RXFP3	protein_coding	relaxin family peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:24883]	0.4591761730337079
RXFP4	receptor	Q8TDU9	ENSG00000173080	RXFP4	protein_coding	relaxin family peptide/INSL5 receptor 4 [Source:HGNC Symbol;Acc:HGNC:14666]	0.01655459438202247
RYK	receptor	P34925	ENSG00000163785	RYK	protein_coding	receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]	24.475134766008846
S1PR1	receptor	P21453	ENSG00000170989	S1PR1	protein_coding	sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]	7.302194263830086
S1PR3	receptor	Q99500	ENSG00000213694	S1PR3	protein_coding	sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]	8.96871486660453
S1PR4	receptor	O95977	ENSG00000125910	S1PR4	protein_coding	sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]	0.019935547191011236
S1PR5	receptor	Q9H228	ENSG00000180739	S1PR5	protein_coding	sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]	1.156681368764045
SCARB1	receptor	Q8WTV0	ENSG00000073060	SCARB1	protein_coding	scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]	14.541483884771022
SCARF1	receptor	Q14162	ENSG00000276336	SCARF1	protein_coding	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	0.18138765217476222
SCARF1	receptor	Q14162	ENSG00000074660	SCARF1	protein_coding	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	0.5415787996579083
SCN5A	receptor	Q14524	ENSG00000183873	SCN5A	protein_coding	sodium voltage-gated channel alpha subunit 5 [Source:HGNC Symbol;Acc:HGNC:10593]	0.07488510196068843
SCN8A	receptor	Q9UQD0	ENSG00000196876	SCN8A	protein_coding	sodium voltage-gated channel alpha subunit 8 [Source:HGNC Symbol;Acc:HGNC:10596]	1.8547722691329573
SCTR	receptor	P47872	ENSG00000080293	SCTR	protein_coding	secretin receptor [Source:HGNC Symbol;Acc:HGNC:10608]	21.512732996629214
SDC1	receptor	P18827	ENSG00000115884	SDC1	protein_coding	syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]	11.717485131460673
SDC2	receptor	P34741	ENSG00000169439	SDC2	protein_coding	syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]	107.47471732800065
SDC3	receptor	O75056	ENSG00000162512	SDC3	protein_coding	syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]	4.026300083146068
SDC4	receptor	P31431	ENSG00000124145	SDC4	protein_coding	syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]	202.89358876404495
SELE	receptor	P16581	ENSG00000007908	SELE	protein_coding	selectin E [Source:HGNC Symbol;Acc:HGNC:10718]	0.6029618807620295
SELL	receptor	P14151	ENSG00000188404	SELL	protein_coding	selectin L [Source:HGNC Symbol;Acc:HGNC:10720]	0.5346580842210922
SELP	receptor	P16109	NA	NA	NA	NA	NA
SIRPA	receptor	P78324	ENSG00000198053	SIRPA	protein_coding	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	12.033554405617977
SIRPB1	receptor	O00241	ENSG00000101307	SIRPB1	protein_coding	signal regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928]	0.2989180089064607
SIRPG	receptor	Q9P1W8	ENSG00000089012	SIRPG	protein_coding	signal regulatory protein gamma [Source:HGNC Symbol;Acc:HGNC:15757]	0.022297595304546856
SLC16A2	receptor	P36021	ENSG00000147100	SLC16A2	protein_coding	solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923]	5.985502696696831
SLC16A4	receptor	O15374	ENSG00000168679	SLC16A4	protein_coding	solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]	3.5712667157788847
SLC17A7	receptor	Q9P2U7	ENSG00000104888	SLC17A7	protein_coding	solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704]	0.8520176258426966
SLC18A2	receptor	Q05940	ENSG00000165646	SLC18A2	protein_coding	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]	8.733335797752808
SLC18A3	receptor	Q16572	ENSG00000187714	SLC18A3	protein_coding	solute carrier family 18 member A3 [Source:HGNC Symbol;Acc:HGNC:10936]	0.01934243820224719
SLC37A1	receptor	P57057	ENSG00000160190	SLC37A1	protein_coding	solute carrier family 37 member 1 [Source:HGNC Symbol;Acc:HGNC:11024]	16.08886108677605
SLC40A1	receptor	Q9NP59	ENSG00000138449	SLC40A1	protein_coding	solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]	87.04701675842696
SLC44A5	receptor	Q8NCS7	ENSG00000137968	SLC44A5	protein_coding	solute carrier family 44 member 5 [Source:HGNC Symbol;Acc:HGNC:28524]	2.5459535191011238
SLC45A3	receptor	Q96JT2	ENSG00000158715	SLC45A3	protein_coding	solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]	4.296668391011236
SLC5A11	receptor	Q8WWX8	ENSG00000288216	SLC5A11	protein_coding	solute carrier family 5 member 11 [Source:HGNC Symbol;Acc:HGNC:23091]	0.12125394353209551
SLC5A11	receptor	Q8WWX8	ENSG00000158865	SLC5A11	protein_coding	solute carrier family 5 member 11 [Source:HGNC Symbol;Acc:HGNC:23091]	0.12125394353209551
SLC9C2	receptor	Q5TAH2	ENSG00000162753	SLC9C2	protein_coding	solute carrier family 9 member C2 (putative) [Source:HGNC Symbol;Acc:HGNC:28664]	0.06069292325842697
SMO	receptor	Q99835	ENSG00000128602	SMO	protein_coding	smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]	3.3837501617977526
SORCS3	receptor	Q9UPU3	ENSG00000156395	SORCS3	protein_coding	sortilin related VPS10 domain containing receptor 3 [Source:HGNC Symbol;Acc:HGNC:16699]	0.004202555062841572
SORL1	receptor	Q92673	ENSG00000137642	SORL1	protein_coding	sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]	42.467986819558725
SORT1	receptor	Q99523	ENSG00000134243	SORT1	protein_coding	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	48.57382661011236
SSTR1	receptor	P30872	ENSG00000139874	SSTR1	protein_coding	somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]	6.526674719101123
SSTR2	receptor	P30874	ENSG00000180616	SSTR2	protein_coding	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]	11.715306516853934
SSTR3	receptor	P32745	ENSG00000278195	SSTR3	protein_coding	somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332]	9.607332458426965
SSTR4	receptor	P31391	ENSG00000132671	SSTR4	protein_coding	somatostatin receptor 4 [Source:HGNC Symbol;Acc:HGNC:11333]	NA
SSTR5	receptor	P35346	ENSG00000162009	SSTR5	protein_coding	somatostatin receptor 5 [Source:HGNC Symbol;Acc:HGNC:11334]	0.20682964606741575
ST14	receptor	Q9Y5Y6	ENSG00000149418	ST14	protein_coding	ST14 transmembrane serine protease matriptase [Source:HGNC Symbol;Acc:HGNC:11344]	47.889072067415725
STRA6	receptor	Q9BX79	ENSG00000288257	STRA6	protein_coding	signaling receptor and transporter of retinol STRA6 [Source:HGNC Symbol;Acc:HGNC:30650]	0.4196931695146599
STRA6	receptor	Q9BX79	ENSG00000137868	STRA6	protein_coding	signaling receptor and transporter of retinol STRA6 [Source:HGNC Symbol;Acc:HGNC:30650]	0.4196931695146599
TACR1	receptor	P25103	ENSG00000115353	TACR1	protein_coding	tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526]	0.1278958991011236
TACR2	receptor	P21452	ENSG00000075073	TACR2	protein_coding	tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]	0.2526400595505618
TACR3	receptor	P29371	ENSG00000169836	TACR3	protein_coding	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]	0.049015087640449435
TBXA2R	receptor	P21731	ENSG00000006638	TBXA2R	protein_coding	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	0.1803992191011236
TEK	receptor	Q02763	ENSG00000120156	TEK	protein_coding	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]	0.7845818712076722
TFR2	receptor	Q9UP52	ENSG00000106327	TFR2	protein_coding	transferrin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11762]	0.32429553071491013
TFRC	receptor	P02786	ENSG00000072274	TFRC	protein_coding	transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]	102.99117061797752
TGFBR1	receptor	P36897	ENSG00000106799	TGFBR1	protein_coding	transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]	31.08114687433989
TGFBR2	receptor	P37173	ENSG00000163513	TGFBR2	protein_coding	transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]	21.5285360882651
TGFBR3	receptor	Q03167	ENSG00000069702	TGFBR3	protein_coding	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	32.28265367771906
THBD	receptor	P07204	ENSG00000178726	THBD	protein_coding	thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784]	20.045742696629212
TIE1	receptor	P35590	ENSG00000066056	TIE1	protein_coding	tyrosine kinase with immunoglobulin like and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809]	4.775181218157303
TLR1	receptor	Q15399	ENSG00000174125	TLR1	protein_coding	toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]	6.163125953235125
TLR2	receptor	O60603	ENSG00000137462	TLR2	protein_coding	toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]	1.522517429835055
TLR4	receptor	O00206	ENSG00000136869	TLR4	protein_coding	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	1.177592690777249
TLR5	receptor	O60602	NA	NA	NA	NA	NA
TLR6	receptor	Q9Y2C9	ENSG00000174130	TLR6	protein_coding	toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]	0.6464984663438059
TLR9	receptor	Q9NR96	ENSG00000239732	TLR9	protein_coding	toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]	NA
TMEM222	receptor	Q9H0R3	ENSG00000186501	TMEM222	protein_coding	transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]	20.489795699770074
TMEM67	receptor	Q5HYA8	ENSG00000164953	TMEM67	protein_coding	transmembrane protein 67 [Source:HGNC Symbol;Acc:HGNC:28396]	2.2373961481074676
TMEM8A	receptor	Q9HCN3	ENSG00000129925	PGAP6	protein_coding	post-glycosylphosphatidylinositol attachment to proteins 6 [Source:HGNC Symbol;Acc:HGNC:17205]	31.781699803748268
TMPRSS6	receptor	Q8IU80	NA	NA	NA	NA	NA
TNFRSF10A	receptor	O00220	ENSG00000104689	TNFRSF10A	protein_coding	TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]	9.16198141920793
TNFRSF10B	receptor	O14763	ENSG00000120889	TNFRSF10B	protein_coding	TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]	27.032677068779662
